lens,center_global_sec,n_speakers_echo_window,n_edges_echo_window,n_cross_edges_echo_window,proposal_in_window,commit_in_window,is_signature,why_signature,context_±25s
Clauses,839.0,1,67,53,False,False,0,speakers<2;no_proposal;no_commitment,"[819.0s] Brad Smith: I don't know exactly how you would do that. You would um anybody anybody got any ideas on how you would I. | [821.0s] Brad Smith: Also bio responsive. I mean some of them would be voltage um gated or voltage responsive, but one could imagine other types of responsive systems. | [823.0s] Sixian You: Um, so I'm not as for this, um, we use genetic reporters, uh, something called ASAP and sometimes is uh some archam. So, | [825.0s] Yevgenia Kozorovitskiy: So it may go beyond, | [825.0s] Barbara Smith: And then I think what they meant by failures is uh with the fluorescence, um you've got the excitation and the emission and um, so it the those molecules are very good at at taking in and then emitting. So if a molecule is not as good at emitting, it takes in a certain wavelength and it's very good for photoacoustics at that point because then that heat is a that energy is absorbed, it gets excited and then it can produce a photoacoustic response more than a fluorescent response. So you can use a molecule that's not very good um at a at being fluorescent, you can still use it for fluorescence but it's not so good um but you can also generate a photoacoustic effect from it. | [826.0s] Yevgenia Kozorovitskiy: you know, the labs that build those things uh purely. | [826.0s] Yevgenia Kozorovitskiy: But, | [827.0s] Yevgenia Kozorovitskiy: That kind of moves us a bit away from uh considering deep tissue applications specifically. | [827.0s] Brad Smith: Well, what about you multi photon folks, Luke and Sishan? How deep do you think you guys can go? | [833.0s] Aniruddha Ray: Yeah. | [833.0s] Aniruddha Ray: And so example is voltage sensitive. Um, and so with voltage sensitive, um, they there is also I think you mentioned that there was also a problem that most of the dies have a inverted sensitivity. Uh, not dies, but most of the probes they have inverted sensitivity where the fluorescence decreases when the voltage increases, right? | [836.0s] Sixian You: Um "
Clauses,845.0,1,98,77,False,False,0,speakers<2;no_proposal;no_commitment,"[821.0s] Brad Smith: Also bio responsive. I mean some of them would be voltage um gated or voltage responsive, but one could imagine other types of responsive systems. | [823.0s] Sixian You: Um, so I'm not as for this, um, we use genetic reporters, uh, something called ASAP and sometimes is uh some archam. So, | [825.0s] Barbara Smith: And then I think what they meant by failures is uh with the fluorescence, um you've got the excitation and the emission and um, so it the those molecules are very good at at taking in and then emitting. So if a molecule is not as good at emitting, it takes in a certain wavelength and it's very good for photoacoustics at that point because then that heat is a that energy is absorbed, it gets excited and then it can produce a photoacoustic response more than a fluorescent response. So you can use a molecule that's not very good um at a at being fluorescent, you can still use it for fluorescence but it's not so good um but you can also generate a photoacoustic effect from it. | [825.0s] Yevgenia Kozorovitskiy: So it may go beyond, | [826.0s] Yevgenia Kozorovitskiy: you know, the labs that build those things uh purely. | [826.0s] Yevgenia Kozorovitskiy: But, | [827.0s] Yevgenia Kozorovitskiy: That kind of moves us a bit away from uh considering deep tissue applications specifically. | [827.0s] Brad Smith: Well, what about you multi photon folks, Luke and Sishan? How deep do you think you guys can go? | [833.0s] Aniruddha Ray: Yeah. | [833.0s] Aniruddha Ray: And so example is voltage sensitive. Um, and so with voltage sensitive, um, they there is also I think you mentioned that there was also a problem that most of the dies have a inverted sensitivity. Uh, not dies, but most of the probes they have inverted sensitivity where the fluorescence decreases when the voltage increases, right? | [836.0s] Sixian You: Um definitely further than light sheet. But uh, | [837.0s] Sixian You: Yeah. | [838.0s] Sixian You: Yeah. | [839.0s] Yevgenia Kozorov"
Clauses,855.0,2,156,121,False,False,0,no_proposal;no_commitment,"[833.0s] Aniruddha Ray: Yeah. | [833.0s] Aniruddha Ray: And so example is voltage sensitive. Um, and so with voltage sensitive, um, they there is also I think you mentioned that there was also a problem that most of the dies have a inverted sensitivity. Uh, not dies, but most of the probes they have inverted sensitivity where the fluorescence decreases when the voltage increases, right? | [836.0s] Sixian You: Um definitely further than light sheet. But uh, | [837.0s] Sixian You: Yeah. | [838.0s] Sixian You: Yeah. | [839.0s] Brad Smith: Uh yeah, Genia, you're can you talk now? | [839.0s] Yevgenia Kozorovitskiy: I mean there's a couple of different families of voltage reporters. None of them are perfect. Many of them are inverted, uh, meaning that, uh, | [841.0s] Sixian You: But it's a different game. | [842.0s] Sixian You: Um, so I I think it's very interesting question. So I I feel light sheet is still at the uh development phase, right? So uh it takes biologist many years to accept confocal. | [845.0s] Yevgenia Kozorovitskiy: Yeah. I'm mid bite, so this is perfect. Uh, my name is Genia or Yevgenia Kozorovitskiy and I am at Northwestern University and we're interested in optical fluorescence imaging, which we do with uh primarily with light sheet using single objective based approaches. Um, we also do some two photon uh image basic point scanning imaging and also photolysis of chemical probes. Um, and I think, you know, in my field deep tissue typically means one of three things. One is, you know, throw more more photons at it and get deeper. Um, two is you are in a light sheet type uh context then, you know, do some uh holography for shaping of beams. Uh, or use some penetrative probes, uh, which for many pre-clinical applications are possible and there it begins to be more about optimizing those so that you get the most amount of information for the least amount of um tissue damage. | [855.0s] Luke Mortensen: I was talking with uh Anaruda and Jazz yesterday about "
Clauses,856.0,2,126,95,False,False,0,no_proposal;no_commitment,"[833.0s] Aniruddha Ray: Yeah. | [833.0s] Aniruddha Ray: And so example is voltage sensitive. Um, and so with voltage sensitive, um, they there is also I think you mentioned that there was also a problem that most of the dies have a inverted sensitivity. Uh, not dies, but most of the probes they have inverted sensitivity where the fluorescence decreases when the voltage increases, right? | [836.0s] Sixian You: Um definitely further than light sheet. But uh, | [837.0s] Sixian You: Yeah. | [838.0s] Sixian You: Yeah. | [839.0s] Brad Smith: Uh yeah, Genia, you're can you talk now? | [839.0s] Yevgenia Kozorovitskiy: I mean there's a couple of different families of voltage reporters. None of them are perfect. Many of them are inverted, uh, meaning that, uh, | [841.0s] Sixian You: But it's a different game. | [842.0s] Sixian You: Um, so I I think it's very interesting question. So I I feel light sheet is still at the uh development phase, right? So uh it takes biologist many years to accept confocal. | [845.0s] Yevgenia Kozorovitskiy: Yeah. I'm mid bite, so this is perfect. Uh, my name is Genia or Yevgenia Kozorovitskiy and I am at Northwestern University and we're interested in optical fluorescence imaging, which we do with uh primarily with light sheet using single objective based approaches. Um, we also do some two photon uh image basic point scanning imaging and also photolysis of chemical probes. Um, and I think, you know, in my field deep tissue typically means one of three things. One is, you know, throw more more photons at it and get deeper. Um, two is you are in a light sheet type uh context then, you know, do some uh holography for shaping of beams. Uh, or use some penetrative probes, uh, which for many pre-clinical applications are possible and there it begins to be more about optimizing those so that you get the most amount of information for the least amount of um tissue damage. | [855.0s] Luke Mortensen: I was talking with uh Anaruda and Jazz yesterday about "
Clauses,870.0,3,203,160,False,True,0,no_proposal,"[845.0s] Yevgenia Kozorovitskiy: Yeah. I'm mid bite, so this is perfect. Uh, my name is Genia or Yevgenia Kozorovitskiy and I am at Northwestern University and we're interested in optical fluorescence imaging, which we do with uh primarily with light sheet using single objective based approaches. Um, we also do some two photon uh image basic point scanning imaging and also photolysis of chemical probes. Um, and I think, you know, in my field deep tissue typically means one of three things. One is, you know, throw more more photons at it and get deeper. Um, two is you are in a light sheet type uh context then, you know, do some uh holography for shaping of beams. Uh, or use some penetrative probes, uh, which for many pre-clinical applications are possible and there it begins to be more about optimizing those so that you get the most amount of information for the least amount of um tissue damage. | [855.0s] Luke Mortensen: I was talking with uh Anaruda and Jazz yesterday about something kind of related to this, you know, if you have some sort of like some carrier or something, you can have multi component um where they're like, you know, permanently colocalized um reporters where you can, you know, perhaps use your photoacoustic imaging to be able to identify a location of interest and then have some kind of fluorescent tag associated with it as well. maybe even one that, you know, could allow you to do single molecule or whatever, you know, whatever else. | [856.0s] Yevgenia Kozorovitskiy: that you have a decrease in fluorescence rather than an increase in fluorescence in response to some event that you're detecting. That's of course not great because the probes are also bleaching. And so kind of would much rather quantify an increase in fluorescence. | [865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy"
Clauses,878.0,3,227,182,False,True,0,no_proposal,"[855.0s] Luke Mortensen: I was talking with uh Anaruda and Jazz yesterday about something kind of related to this, you know, if you have some sort of like some carrier or something, you can have multi component um where they're like, you know, permanently colocalized um reporters where you can, you know, perhaps use your photoacoustic imaging to be able to identify a location of interest and then have some kind of fluorescent tag associated with it as well. maybe even one that, you know, could allow you to do single molecule or whatever, you know, whatever else. | [856.0s] Yevgenia Kozorovitskiy: that you have a decrease in fluorescence rather than an increase in fluorescence in response to some event that you're detecting. That's of course not great because the probes are also bleaching. And so kind of would much rather quantify an increase in fluorescence. | [865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy: Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum. | [874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Brad Smith: Yeah, yeah, please. | [880.0s] Carolyn Bayer: Um "
Clauses,881.0,3,227,182,False,True,0,no_proposal,"[856.0s] Yevgenia Kozorovitskiy: that you have a decrease in fluorescence rather than an increase in fluorescence in response to some event that you're detecting. That's of course not great because the probes are also bleaching. And so kind of would much rather quantify an increase in fluorescence. | [865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy: Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum. | [874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Brad Smith: Yeah, yeah, please. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure"
Clauses,883.0,3,201,164,False,True,0,no_proposal,"[865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy: Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum. | [874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Brad Smith: Yeah, yeah, please. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure out where your signal is uh if your signal is coming from where you want it to be. And and that's where targeted contrast agents they really help. So everything, like every part of our body is talking all the time. So whenever you're exposed to light, they are generating tiny bit of acoustic signal, "
Clauses,884.0,3,201,164,False,True,0,no_proposal,"[865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy: Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum. | [874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Brad Smith: Yeah, yeah, please. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure out where your signal is uh if your signal is coming from where you want it to be. And and that's where targeted contrast agents they really help. So everything, like every part of our body is talking all the time. So whenever you're exposed to light, they are generating tiny bit of acoustic signal, "
Clauses,889.0,3,225,187,False,True,0,no_proposal,"[865.0s] Sixian You: Uh and so there might be a need to develop that technology much, much further on on the optical side to push that to biologist because they needed to be turn key. | [870.0s] Yevgenia Kozorovitskiy: Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum. | [874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Brad Smith: Yeah, yeah, please. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure out where your signal is uh if your signal is coming from where you want it to be. And and that's where targeted contrast agents they really help. So everything, like every part of our body is talking all the time. So whenever you're exposed to light, they are generating tiny bit of acoustic signal, "
Clauses,895.0,2,197,175,False,True,0,no_proposal,"[870.0s] Yevgenia Kozorovitskiy: Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum. | [874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [880.0s] Brad Smith: Yeah, yeah, please. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure out where your signal is uh if your signal is coming from where you want it to be. And and that's where targeted contrast agents they really help. So everything, like every part of our body is talking all the time. So whenever you're exposed to light, they are generating tiny bit of acoustic signal, so it's almost like talking. | [886.0s] Luke Mortensen: going to do. | [887.0s] Luke Mortensen: Um, that seems like it could be like a cool way to that. | [889.0s] Luke Mortensen: I mean"
Clauses,898.0,1,172,157,False,True,0,speakers<2;no_proposal,"[874.0s] Brad Smith: Okay. | [875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [880.0s] Brad Smith: Yeah, yeah, please. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure out where your signal is uh if your signal is coming from where you want it to be. And and that's where targeted contrast agents they really help. So everything, like every part of our body is talking all the time. So whenever you're exposed to light, they are generating tiny bit of acoustic signal, so it's almost like talking. | [886.0s] Luke Mortensen: going to do. | [887.0s] Luke Mortensen: Um, that seems like it could be like a cool way to that. | [889.0s] Brad Smith: Maybe a second bullet point is uh photoacoustic imaging saves the day. | [889.0s] Luke Mortensen: I mean, I just I can't think of very many or any any examples of that, but, you know, it's not my area of expertise, so. | [895.0s] Luke Mortensen: And um I "
Clauses,900.0,1,172,157,False,True,0,speakers<2;no_proposal,"[875.0s] Alexandra Dickinson: Hi. | [875.0s] Brad Smith: Hi. | [875.0s] Carolyn Bayer: Yeah and | [876.0s] Carolyn Bayer: I'll introduce myself real quick. I'm sorry I was running a bit late. | [878.0s] Yevgenia Kozorovitskiy: Some of them are based off of GFP, other are based off of other kinds of proteins and their modalities under development for uh really nice multiphoton excitation, but also single photon uh has been quite, you know, broadly uh used. | [878.0s] Carolyn Bayer: Um but I'm Carolyn Bayer. | [879.0s] Carolyn Bayer: I'm assuming everyone did introductions and I missed it. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [880.0s] Brad Smith: Yeah, yeah, please. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure out where your signal is uh if your signal is coming from where you want it to be. And and that's where targeted contrast agents they really help. So everything, like every part of our body is talking all the time. So whenever you're exposed to light, they are generating tiny bit of acoustic signal, so it's almost like talking. | [886.0s] Luke Mortensen: going to do. | [887.0s] Luke Mortensen: Um, that seems like it could be like a cool way to that. | [889.0s] Brad Smith: Maybe a second bullet point is uh photoacoustic imaging saves the day. | [889.0s] Luke Mortensen: I mean, I just I can't think of very many or any any examples of that, but, you know, it's not my area of expertise, so. | [895.0s] Luke Mortensen: And um I think there's more opportunit"
Clauses,905.0,2,260,220,False,True,0,no_proposal,"[880.0s] Brad Smith: Yeah, yeah, please. | [880.0s] Carolyn Bayer: Um I'm Carolyn Bayer. | [881.0s] Brad Smith: modality and problem. | [883.0s] Carolyn Bayer: Yeah, so I'm I work in photoacoustic imaging. Um, I'm at Tulane University. Um, and I'm primarily imaging preeclampsia, um, and so vascular remodeling and development deep in deep tissues. | [884.0s] Aniruddha Ray: So in addition to what Barbara said, actually if you try to do photoacoustic imaging on tissues or on animals, you'll see that there is a lot of photoacoustic signal from every layer. So melanin absorbs, everything absorbs. So it's a big challenge to actually figure out where your signal is uh if your signal is coming from where you want it to be. And and that's where targeted contrast agents they really help. So everything, like every part of our body is talking all the time. So whenever you're exposed to light, they are generating tiny bit of acoustic signal, so it's almost like talking. | [886.0s] Luke Mortensen: going to do. | [887.0s] Luke Mortensen: Um, that seems like it could be like a cool way to that. | [889.0s] Luke Mortensen: I mean, I just I can't think of very many or any any examples of that, but, you know, it's not my area of expertise, so. | [889.0s] Brad Smith: Maybe a second bullet point is uh photoacoustic imaging saves the day. | [895.0s] Luke Mortensen: Yeah, I mean, you know, I think that um Sishan has some good insight on this too, but like I think like basically that's going to be there's going to be other ways to I think improve your ability to get those photon to create the excitation and to harvest photons. | [895.0s] Luke Mortensen: And um I think there's more opportunity because it's not it's not just reconstructing the PSF where you just have enough of a power density, you're also the pulse duration is becomes very important as well. | [895.0s] Sixian You: I'm definitely further than light sheet. But uh, | [895.0s] Brad Smith: Okay, so we're still sort of uh talking a"
Clauses,926.0,3,293,245,True,False,0,no_commitment,"[904.0s] Brad Smith: Yeah. | [905.0s] Brad Smith: I mean, I understand that problem in sort of in a clinical circumstance that you see a large piece of tissue and then you go in and then you try to do it almost cellular level microscopy. | [911.0s] Brad Smith: What are the challenges, Carolyn? | [911.0s] Brad Smith: Adding then deep tissue on top of that seems a really difficult problem. Um. | [913.0s] Carolyn Bayer: Well, spatial resolution, right? So we're obviously not in the same domain as far as spatial resolution. So um, and then when you start thinking about how to improve spatial resolution, then sensitivity becomes a problem, you know, as you're imaging smaller and smaller objects. | [916.0s] Brad Smith: Uh see Shim. | [917.0s] Sixian You: Hi everyone. My name is Sishan Yo. Uh, I recently started in electric engineering department at MIT. My background is in optics and microscopy. Uh, so, uh, we are very much troubled by deep tissue imaging because uh, we're we're blessed with this submicro resolution but we can rarely go deeper than millimeter uh depth. So what my lab does, uh, we want to tackle this issue and also a lot of other like imaging speed or contrast issue from three aspects. The first aspect is uh, um multiphoton imaging. | [919.0s] Brad Smith: Maybe we we'll we'll put a pin in that one as well. | [926.0s] Carolyn Bayer: Just just to throw an idea out there not to talk about photoacoustics again, but people have tried to take temporal characteristics, right? | [926.0s] Carolyn Bayer: Yeah. | [927.0s] Brad Smith: I think a couple of you are experts at at like fibers or wave guides or things that actually send the light in. Do you want to? | [929.0s] Yevgenia Kozorovitskiy: Uh, but it's slow, you know, it misses neuronal action potentials. It doesn't report hyperpolarization very well unless on a really slow time scale. Uh, it doesn't tell you very much about, you know, not nothing about sub threshold events, which is | [932.0s] Carolyn Bayer: Whe"
Clauses,935.0,2,274,231,True,False,0,no_commitment,"[911.0s] Brad Smith: Adding then deep tissue on top of that seems a really difficult problem. Um. | [911.0s] Brad Smith: What are the challenges, Carolyn? | [913.0s] Carolyn Bayer: Well, spatial resolution, right? So we're obviously not in the same domain as far as spatial resolution. So um, and then when you start thinking about how to improve spatial resolution, then sensitivity becomes a problem, you know, as you're imaging smaller and smaller objects. | [916.0s] Brad Smith: Uh see Shim. | [917.0s] Sixian You: Hi everyone. My name is Sishan Yo. Uh, I recently started in electric engineering department at MIT. My background is in optics and microscopy. Uh, so, uh, we are very much troubled by deep tissue imaging because uh, we're we're blessed with this submicro resolution but we can rarely go deeper than millimeter uh depth. So what my lab does, uh, we want to tackle this issue and also a lot of other like imaging speed or contrast issue from three aspects. The first aspect is uh, um multiphoton imaging. | [919.0s] Brad Smith: Maybe we we'll we'll put a pin in that one as well. | [926.0s] Carolyn Bayer: Yeah. | [926.0s] Carolyn Bayer: Just just to throw an idea out there not to talk about photoacoustics again, but people have tried to take temporal characteristics, right? | [927.0s] Brad Smith: I think a couple of you are experts at at like fibers or wave guides or things that actually send the light in. Do you want to? | [929.0s] Yevgenia Kozorovitskiy: Uh, but it's slow, you know, it misses neuronal action potentials. It doesn't report hyperpolarization very well unless on a really slow time scale. Uh, it doesn't tell you very much about, you know, not nothing about sub threshold events, which is | [932.0s] Carolyn Bayer: Where you have something that's blinking, um, and use that to improve resolution, right? So you can. | [935.0s] Barbara Smith: So what do we do in my lab? We're using um we're using actually clinically and clinical and research tools um to tra"
Clauses,948.0,3,163,126,True,False,0,no_commitment,"[926.0s] Carolyn Bayer: Yeah. | [926.0s] Carolyn Bayer: Just just to throw an idea out there not to talk about photoacoustics again, but people have tried to take temporal characteristics, right? | [927.0s] Brad Smith: I think a couple of you are experts at at like fibers or wave guides or things that actually send the light in. Do you want to? | [929.0s] Yevgenia Kozorovitskiy: Uh, but it's slow, you know, it misses neuronal action potentials. It doesn't report hyperpolarization very well unless on a really slow time scale. Uh, it doesn't tell you very much about, you know, not nothing about sub threshold events, which is | [932.0s] Carolyn Bayer: Where you have something that's blinking, um, and use that to improve resolution, right? So you can. | [935.0s] Barbara Smith: So what do we do in my lab? We're using um we're using actually clinically and clinical and research tools um to translate light and sound. And so we use electrodes as our wave guides to um to send light down, uh target a molecule of interest in the in the deep tissue um that uh might have a some genetic marker. And then um we we can get both sound wave and light wave back up the electrode. | [935.0s] Aniruddha Ray: Right and and depth is, sorry, go ahead. | [936.0s] Brad Smith: Yeah, no it's incredibly. The timer started going. Yes, it is very hard to talk with a clock in front of you, isn't it? It's a thing. It's a Well, thank you very much to everybody. It's uh these sessions are always a little draining when everyone's staring at each other and trying to overcome that flight or fight. | [939.0s] Carolyn Bayer: I would I would love to figure out how to how to bridge that though. | [941.0s] Carolyn Bayer: If your photoacoustic reporter is blinking, then you know, you can use a video and you can parse out the specific location of that thing. So. | [943.0s] Aniruddha Ray: And and depth is also a problem. the deeper you go, the poorer the resolution becomes. | [948.0s] Yevgenia Kozorovitskiy: you k"
