conference,session,sent_time_sec,center_time_sec,burst_id,speaker,sentence,annotations,kw_decision,kw_assign,kw_summarize,kw_agree,decision_any,m_cut,delta_to_center
2021_04_23_MND_S10,2021_04_23_MND_S10,571.0,589.0,2021_04_23_MND_S10_B1,Emily Baleikus,Yeah.,"{'express agreement': ""The speaker is agreeing with the previous statement about the effect of replacing an animal's iron intake with gallium on the microbiome.""}",False,False,False,False,False,3,-18.0
2021_04_23_MND_S10,2021_04_23_MND_S10,572.0,589.0,2021_04_23_MND_S10_B1,Thomas Mansell,"I mean that would probably huge, right? I mean one of the things we work with is E coli Nissle and E coli Nissle is a form of E coli that is probiotic.","{'expand on existing idea': 'Tom is expanding on the idea of using gallium to affect the microbiome, building on the previous discussion about metal ions and their impact.', 'provide supporting evidence': 'Tom provides supporting evidence by mentioning that his lab works with E. coli Nissle, a probiotic form of E. coli, which is relevant to the discussion of manipulating the microbiome.'}",False,False,False,False,False,3,-17.0
2021_04_23_MND_S10,2021_04_23_MND_S10,573.0,589.0,2021_04_23_MND_S10_B1,Pamela Chang,"And so I think that's probably more likely that what's going on in vivo, um, although, you know, I think that we're as a field just coming toward that, um, that question. Uh and I think it's a really interesting one for sure.","{'expand on existing idea': ""Pamela expands on Will's question about how bacterial signals are sensed, suggesting that while reductionist approaches focusing on individual metabolites are common, a systemic view considering the summation of all metabolite activities is more likely what's happening in vivo, building on the previous discussion about the complexity of microbial community interactions."", 'express enthusiasm': 'Pamela expresses enthusiasm by stating that the question of how the summation of all metabolite activities is a really interesting one, showing her excitement about the topic.'}",False,False,False,False,False,3,-16.0
2021_04_23_MND_S10,2021_04_23_MND_S10,577.0,589.0,2021_04_23_MND_S10_B1,Pamela Chang,"But yeah, bottom line, I don't think we know.","{'explain or define term or concept': ""Pamela is explaining that the field is taking a reductionist approach but should be thinking systemically, and ultimately admits that we don't know the answer to Will's question about how bacterial signals are sensed in the brain."", 'reject idea': 'Pamela is rejecting the idea that there is a clear understanding of how bacterial signals are sensed in the brain, stating that ""I don\'t think we know.""'}",False,False,False,False,False,3,-12.0
2021_04_23_MND_S10,2021_04_23_MND_S10,580.0,589.0,2021_04_23_MND_S10_B1,Jae Seungh,Probably all of all of the above will.,"{'express agreement': ""Jae Seungh agrees with Will's question about whether one thing is being sensed or a profile of things being sensed, indicating agreement with the multiple possibilities presented.""}",False,False,False,False,False,3,-9.0
2021_04_23_MND_S10,2021_04_23_MND_S10,582.0,589.0,2021_04_23_MND_S10_B1,Lisa Osborne,So.,{'None': 'This utterance does not contain any information that can be categorized by the codebook.'},False,False,False,False,False,3,-7.0
2021_04_23_MND_S10,2021_04_23_MND_S10,582.0,589.0,2021_04_23_MND_S10_B1,Lisa Osborne,"And I will go to Jay, I think is the next one.","{'assign task': 'Lisa is assigning the task of introducing the next person to Jay, continuing the introductions.'}",False,True,False,False,True,3,-7.0
2021_04_23_MND_S10,2021_04_23_MND_S10,582.0,589.0,2021_04_23_MND_S10_B1,Jae Seungh,"I mean, like there's receptors in the epithelial lining that respond to um particular antagonist or agonist.","{'provide supporting evidence': ""Jae Seungh provides evidence to support the idea of how bacterial signals are sensed, mentioning receptors in the epithelial lining that respond to antagonists or agonists, building on Will's question about how bacterial signals are sensed in the gut-brain axis.""}",False,False,False,False,False,3,-7.0
2021_04_23_MND_S10,2021_04_23_MND_S10,583.0,589.0,2021_04_23_MND_S10_B1,Jaeyun Sung,"Oh. Thanks Lisa. Um hi everybody, I'm Jay Song. I'm up here in uh uh Mayo Clinic in uh Rochester, Minnesota. Um our group is a computational biology and bioinformatics lab. We take a multi-omics approach to study patients with uh with uh autoimmune disease in particular rheumatoid arthritis and vasculitis.","[{'acknowledge contribution': 'Jae Sung says ""Thanks Lisa"", acknowledging Lisa Osborne for introducing him.'}, {'explain or define term or concept': 'Jae Sung explains that his group is a computational biology and bioinformatics lab, defining the type of research they conduct.'}]",False,False,False,False,False,3,-6.0
2021_04_23_MND_S10,2021_04_23_MND_S10,588.0,589.0,2021_04_23_MND_S10_B1,Thomas Mansell,"You know, just like anything you would go to the store and buy as probiotic. So probably not super good for you, but you can still tolerate it. Uh, but anyway, it's E coli and it it it makes a lot of one of its differences between that and like lab E coli or pathogenic E coli is iron transport.","[{'explain or define term or concept': 'Tom Mansell explains that E. coli Nissle is a form of E. coli that is probiotic, clarifying its nature in the context of the discussion.'}]",False,False,False,False,False,3,-1.0
2021_04_23_MND_S10,2021_04_23_MND_S10,589.0,589.0,2021_04_23_MND_S10_B1,Jae Seungh,"Um, microbial produced metabolites could, you know, if you have a leaky gut, they could kind of, you know, the metabolites can find themselves into the circulatory system.","{'explain or define term or concept': 'The utterance explains how microbial metabolites can enter the circulatory system through a leaky gut, clarifying a concept related to the gut microbiome and its impact on the host.'}",False,False,False,False,False,3,0.0
2021_04_23_MND_S10,2021_04_23_MND_S10,600.0,589.0,2021_04_23_MND_S10_B1,Jae Seungh,"And who knows what happens after that. Um, you can stimulate the um, kind of the inter endocrine cells to actually make and in turn they make, you know,","[{'expand on existing idea': ""Jae Seungh is expanding on the previous discussion about how bacterial signals are sensed, building on Pamela's response to Will's question about the mechanisms of signal transmission from the gut microbiome to the brain.""}]",False,False,False,False,False,3,11.0
2021_04_23_MND_S10,2021_04_23_MND_S10,605.0,589.0,2021_04_23_MND_S10_B1,Jaeyun Sung,"Um so that's kind of more on the clinical and translational side. On the more basic science side, we do uh uh bioinformatics studies um of uh microbial genomes to identify what chemicals, natural products they could be producing and how those uh chemicals could influence uh uh host disease um in the context of autoimmunity.","{'explain or define term or concept': 'The speaker is explaining the two sides of his research: clinical/translational and basic science, to provide context about his work.', 'present new idea': 'The speaker introduces the idea of using bioinformatics studies of microbial genomes to identify chemicals and their influence on host disease in autoimmunity, which is a new research direction not previously mentioned by others.'}",False,False,False,False,False,3,16.0
2021_04_23_MND_S10,2021_04_23_MND_S10,605.0,589.0,2021_04_23_MND_S10_B1,Thomas Mansell,Uh and siderophore production.,"{'expand on existing idea': 'Tom Mansell is expanding on the previous discussion about metal ions and their role in the microbiome, specifically mentioning siderophore production as related to iron transport in E. coli.'}",False,False,False,False,False,3,16.0
2021_04_23_MND_S10,2021_04_23_MND_S10,608.0,589.0,2021_04_23_MND_S10_B1,Jae Seungh,"different types of hormones um that affect other the activities of different tissues. Um, in regards to synapses at the inter nervous system, definitely um could be one mechanism, but apart from that, there's probably various other ways that microbial products could affect the brain. So complex.","[{'expand on existing idea': 'Jae Seungh is expanding on the previous discussion about how microbial signals are sensed, adding that hormones produced in response to microbial metabolites can affect different tissues.'}, {'explain or define term or concept': 'Jae Seungh explains that synapses in the enteric nervous system could be one mechanism by which microbial products affect the brain, clarifying a potential pathway for the group.'}]",False,False,False,False,False,3,19.0
2021_04_23_MND_S10,2021_04_23_MND_S10,608.0,589.0,2021_04_23_MND_S10_B1,Thomas Mansell,"So like it transports iron like crazy and in doing so takes over the E coli and Shigella on Shiga toxin producing E coli niche. So, um like that that to me seems like a great like interface, right?","{'provide supporting evidence': 'Tom is providing evidence to support his point about metal ions by describing how E. coli Nissle transports iron efficiently, which allows it to outcompete other bacteria.', 'express enthusiasm': 'Tom expresses enthusiasm by saying that the iron transport mechanism of E. coli Nissle seems like a great interface.'}",False,False,False,False,False,3,19.0
2021_04_23_MND_S11,2021_04_23_MND_S11,829.0,846.0,2021_04_23_MND_S11_B1,Melanie Gareau UC Davis,"I mean my graduate lab was focused on stress and GI function and so we did a lot of acute stress, chronic stress. Um and the idea was at least initially that it was chemicals released from the brain in response to stress, presumably anxiety with the similar yet different mechanisms, but that that would cause increased ion transport, it would affect the the transporters on the epithelial cells, cause water efflux into the gut uh and then impact the tight junctions and that this was transient. So it was temporary for an acute stress and it was more permanent with the chronic stress. Um and things like corticosterone increase rapidly with the stressor and then they kind of flat line. So if you're going to do chronic stress, you'll still get activation but it's much lower and then that's associated with immune responses, um inflammation, damage, all those things. So there's and then that is associated with a dysbiosis. So acute responses to stress or anxiety are not associated with immuno immune activation and and microbiome changes. Those are more chronic. Um we studied most of those using using chambers and things like that. I don't know if that really answers the question but","[{'provide supporting evidence': ""Melanie provides evidence from her graduate lab's work on stress and GI function, detailing how stress-related chemicals from the brain can affect ion transport, epithelial cells, and tight junctions in the gut, supporting the idea that the brain can influence gut function.""}]",False,True,False,False,True,3,-17.0
2021_04_23_MND_S11,2021_04_23_MND_S11,831.0,846.0,2021_04_23_MND_S11_B1,Sarkis Mazmanian,"So so your comment is is to define what is maybe if you think specifically on on, you know, small molecules produced by by gut bacteria and or maybe um host induction of small molecules by the microbiome, right?","{'explain or define term or concept': ""Sarkis is clarifying Kai's comment by rephrasing it as a need to define the specific small molecules produced by gut bacteria or host induction of small molecules by the microbiome, which is explaining the concept of 'message' in the context of microbiome-brain communication.""}",False,False,False,False,False,3,-15.0
2021_04_23_MND_S11,2021_04_23_MND_S11,841.0,846.0,2021_04_23_MND_S11_B1,Melanie Gareau UC Davis,Did I cover all the big points?,"{'ask clarifying question': 'Melanie is asking if she has included all the important points in her summary, seeking confirmation from the group.'}",False,False,False,False,False,3,-5.0
2021_04_23_MND_S11,2021_04_23_MND_S11,846.0,846.0,2021_04_23_MND_S11_B1,Kai Zhang,Immune neural. Yeah. I think so.,"[{'express agreement': 'Kai agrees with Melanie\'s summary of the key points discussed, specifically mentioning ""Immune neural"" which were part of the discussion.'}]",False,False,False,True,True,3,0.0
2021_04_23_MND_S11,2021_04_23_MND_S11,849.0,846.0,2021_04_23_MND_S11_B1,Sarkis Mazmanian,"Or meditation or mindfulness, right?","{'propose decision': 'Sarkis suggests meditation or mindfulness as a way to intervene in the gut-brain connection, building on the previous discussion about how to intervene in the gut-brain connection.'}",False,False,False,False,False,3,3.0
2021_04_23_MND_S11,2021_04_23_MND_S11,850.0,846.0,2021_04_23_MND_S11_B1,Ashley Ross,So that might be awesome. I'm sorry.,"{'express enthusiasm': 'Ashley expresses enthusiasm with the statement ""that might be awesome"".'}",False,False,False,False,False,3,4.0
2021_04_23_MND_S11,2021_04_23_MND_S11,850.0,846.0,2021_04_23_MND_S11_B1,Tanya Nguyen,"Well, we know that meditation techniques it essentially activates the parasympathetic nervous system. Um and that's how it like has much of its beneficial effects on physiological functioning. So maybe something as quote easy as that could at least hijack some of these processes that might be going on or slow down kind of the negative connections, so to speak.","{'provide supporting evidence': 'Tanya states that meditation techniques activate the parasympathetic nervous system, which is known to have beneficial effects on physiological functioning, thus supporting the idea that meditation can influence gut-brain communication.', 'propose decision': ""Tanya suggests that meditation could be used to 'hijack' or slow down negative connections in the gut-brain axis, proposing it as a potential intervention.""}",False,False,False,False,False,3,4.0
2021_04_23_MND_S11,2021_04_23_MND_S11,851.0,846.0,2021_04_23_MND_S11_B1,Kai Zhang,"No, no, go ahead.","{'encourage participation': 'Kai encourages Ashley to speak after she apologizes for interrupting, indicating he wants her to contribute to the discussion.'}",False,False,False,False,False,3,5.0
2021_04_23_MND_S11,2021_04_23_MND_S11,852.0,846.0,2021_04_23_MND_S11_B1,Ashley Ross,"Also important to I mean the technique that you choose depends on the question you're asking. So like mass spec is great for getting, you know, a big picture look at all the different molecules there in the tissue, whereas like I'm a sensors person. So I'm like really good at measuring one or two things but really fast temporal resolution in live tissue. So it depends on the the question you're trying to I guess ask. So I mean, and I think both are important. Um, so I guess when you're defining the messengers, it's like, do you want to look at a snapshot in time of like all the different messengers that are um present or is it important to look at dynamics of how they're signaling? Because that that can dictate what technology you choose.","[{'explain or define term or concept': 'Ashley explains that the choice of technique (mass spec vs. sensors) depends on the research question, defining the strengths of each technique in relation to the type of data they provide (snapshot vs. dynamics).'}, {'expand on existing idea': ""Ashley expands on Kai's question about defining 'messages' by relating it to the techniques used to study them, adding details about how different techniques are suited for different aspects of studying the messages.""}]",False,False,False,True,True,3,6.0
2021_04_23_MND_S11,2021_04_23_MND_S11,859.0,846.0,2021_04_23_MND_S11_B1,Melanie Gareau UC Davis,"How do I reduce text sizes, text font size on Google slides?","{'ask clarifying question': 'Melanie is asking for help with a technical issue related to Google Slides, which is a clarifying question about how to use the software.'}",False,False,False,False,False,3,13.0
2021_04_23_MND_S11,2021_04_23_MND_S11,863.0,846.0,2021_04_23_MND_S11_B1,Sarkis Mazmanian,Are are there evidence for people who,"{'ask clarifying question': 'Sarkis is asking a question to clarify if there is evidence for something, which is a clarifying question.'}",False,False,False,False,False,3,17.0
2021_04_23_MND_S11,2021_04_23_MND_S11,865.0,846.0,2021_04_23_MND_S11_B1,Sarkis Mazmanian,either individuals or populations where meditation is prominent that are there is there any differences in the same infectious outcomes in terms of infectious disease or something that you can measure on a population scale that would give you insights into the immune system.,"{'ask clarifying question': ""Sarkis is asking if there are any measurable differences in infectious disease outcomes or immune system markers in individuals or populations where meditation is prominent, following up on Tanya's suggestion that meditation activates the parasympathetic nervous system and has beneficial effects.""}",False,False,False,False,False,3,19.0
2021_04_23_MND_S11,2021_04_23_MND_S11,1165.0,1170.0,2021_04_23_MND_S11_B2,Tanya Nguyen,Right.,{'express agreement': 'The participant is explicitly agreeing with the previous statement about the physiological response alerting someone to the fact that there may be an emotion triggered.'},False,False,False,False,False,3,-5.0
2021_04_23_MND_S11,2021_04_23_MND_S11,1168.0,1170.0,2021_04_23_MND_S11_B2,Kai Zhang,Is that's why we say gut feeling?,"{'express humor': ""This utterance is a humorous remark connecting the physiological responses of the gut to the common expression 'gut feeling', suggesting a possible origin of the phrase.""}",False,False,False,False,False,3,-2.0
2021_04_23_MND_S11,2021_04_23_MND_S11,1172.0,1170.0,2021_04_23_MND_S11_B2,Tanya Nguyen,Yeah.,"{'express agreement': ""Tanya agrees with Sarkis's previous statement about the physiological response alerting someone to the fact that there may be an emotion that triggered that response.""}",False,False,False,False,False,3,2.0
2021_04_23_MND_S11,2021_04_23_MND_S11,1174.0,1170.0,2021_04_23_MND_S11_B2,Sarkis Mazmanian,"You feel you feel in your gut, right?","{'express humor': 'This utterance is a rhetorical question that plays on the phrase ""gut feeling,"" implying a humorous connection between emotions and the gut.'}",False,False,False,False,False,3,4.0
2021_04_23_MND_S11,2021_04_23_MND_S11,1177.0,1170.0,2021_04_23_MND_S11_B2,Elaine Hsiao,Right.,{'express agreement': 'Elaine is explicitly agreeing with the previous statement about gut feeling.'},False,False,False,False,False,3,7.0
2021_04_23_MND_S12,2021_04_23_MND_S12,665.0,684.0,2021_04_23_MND_S12_B1,Mei Shen,"Let me see. Google Drive. Yeah, it should be 55.","[{'explain or define term or concept': 'The speaker is trying to locate the correct slide number in Google Drive, implying they are clarifying or confirming the location of a resource for the group.'}]",False,False,False,False,False,3,-19.0
2021_04_23_MND_S12,2021_04_23_MND_S12,670.0,684.0,2021_04_23_MND_S12_B1,Judith Eisen,"I'm just going to ask because I work in a somewhat simpler system, zebrafish, which has the you can see through the larvae, so you can put in labeled bugs and you can know where they go and you can put in one labeled bug and another labeled bug and see one bug chase another bug out and things like that.","[{'expand on existing idea': 'Judith is expanding on the discussion about spatial organization of microbes in the gut by providing an example from her work with zebrafish, which allows for direct observation of microbial interactions.'}]",False,False,False,False,False,3,-14.0
2021_04_23_MND_S12,2021_04_23_MND_S12,677.0,684.0,2021_04_23_MND_S12_B1,Judith Eisen,"So, um, my name is Judith Eisen. I'm at the University of Oregon. I'm a neuroscientist and I really think about development of the nervous system. So how uh how does the nervous system initially get wired up? I think one of the big revelations of the let previous decade is that it's not just mom's genes and and then the your genes, but there all these other organisms with genes that are associated at least with vertebrates and they uh make molecules that uh certainly have effects on the process, not just in the nervous system but other parts of the of the animal. But um and and we don't know very much about that. I think we we've learned uh much more at this point about later effects of the microbiome on the nervous system in terms of disease states and so forth, but we don't really don't know very much about the initial initial wiring and how that might set the animal up to be predisposed or not to what happens later.","[{'explain or define term or concept': 'The speaker is explaining her background and research interests, which involves defining her perspective on the development of the nervous system and the role of the microbiome.'}, {'present new idea': 'The speaker introduces the idea that the microbiome plays a role in the initial wiring of the nervous system, which is a novel concept in the context of the discussion.'}]",False,False,False,False,False,3,-7.0
2021_04_23_MND_S12,2021_04_23_MND_S12,678.0,684.0,2021_04_23_MND_S12_B1,Andrew Feig,Someone's entering.,"{'None': 'This utterance does not fit any of the codes in the codebook, as it is simply an observation about someone joining the meeting.'}",False,False,False,False,False,3,-6.0
2021_04_23_MND_S12,2021_04_23_MND_S12,678.0,684.0,2021_04_23_MND_S12_B1,Noah Palm,I think one of the other groups is is incorrect on the in the on the incorrect slide.,"{'explain or define term or concept': 'The speaker is clarifying that another group is on the wrong slide, which is important for the current discussion.'}",False,False,False,False,False,3,-6.0
2021_04_23_MND_S12,2021_04_23_MND_S12,678.0,684.0,2021_04_23_MND_S12_B1,Maayan Levy,"Yeah, anorexia, no.","[{'reject idea': 'Maayan Levy rejects the idea that gut microbes may have an effect on food preference and eating disorders, specifically anorexia, without offering an alternative.'}]",False,False,False,False,False,3,-6.0
2021_04_23_MND_S12,2021_04_23_MND_S12,680.0,684.0,2021_04_23_MND_S12_B1,JP Yu,"And even going to your uh gastric mobility, you know, the the transit hypothesis. So there's like there's known psychiatric and cognitive associations with either gastric dumping, so rapid GI transit or you know, basically the slow they call lazy bowels sort of syndromes where it takes, you know, 72, 96 hours to get food all the way from the mouth uh through the large intestine. So both of those also have other associations. So hard to say if it's the transit or if it's something that happens along the way that's just slower or it's all very confusing to me actually.","{'expand on existing idea': 'JP Yu is expanding on the existing discussion about food preference and aversion by introducing the concept of gastric motility and its association with psychiatric and cognitive conditions, building upon the previous discussion about the gut-brain axis.', 'explain or define term or concept': 'JP Yu explains the concept of gastric motility and defines terms like ""gastric dumping"" and ""lazy bowels"" to clarify the discussion around transit time and its potential impact on health.', 'express frustration': 'JP Yu expresses confusion about disentangling the effects of transit time versus other factors along the digestive process, indicating frustration with the complexity of the issue.'}",False,False,False,False,False,3,-4.0
2021_04_23_MND_S12,2021_04_23_MND_S12,683.0,684.0,2021_04_23_MND_S12_B1,Mei Shen,"Oh, somebody took our.","{'express frustration': 'Mei Shen expresses frustration that someone else is using their designated slide, indicating a disruption to their planned activity.'}",False,False,False,True,True,3,-1.0
2021_04_23_MND_S12,2021_04_23_MND_S12,685.0,684.0,2021_04_23_MND_S12_B1,Judith Eisen,"Okay, slide. Okay.","[{'acknowledge contribution': 'Judith acknowledges that the correct slide was found, building on the previous turn where Mei and others were trying to locate the correct slide.'}]",False,False,False,True,True,3,1.0
2021_04_23_MND_S12,2021_04_23_MND_S12,685.0,684.0,2021_04_23_MND_S12_B1,Noah Palm,Yeah.,{'express agreement': 'Noah agrees with the previous statement about the incorrect slide.'},False,False,False,False,False,3,1.0
2021_04_23_MND_S12,2021_04_23_MND_S12,689.0,684.0,2021_04_23_MND_S12_B1,Andrew Feig,Just go copy copy it and make it uh and and uh we'll get them fixed. We'll get them straightened out.,"{'assign task': 'Andrew suggests copying the correct slide and fixing the issue, implicitly assigning the task of correcting the slides to someone, likely the organizers.'}",True,True,False,False,True,3,5.0
2021_04_23_MND_S12,2021_04_23_MND_S12,694.0,684.0,2021_04_23_MND_S12_B1,Judith Eisen,"Okay, thank you. Thank you.","[{'acknowledge contribution': 'Judith expresses gratitude for the help provided in resolving the slide issue, acknowledging the contributions of those who assisted.'}]",False,False,False,True,True,3,10.0
2021_04_23_MND_S12,2021_04_23_MND_S12,702.0,684.0,2021_04_23_MND_S12_B1,Judith Eisen,"Okay, well, so um so maybe I'll just start this off. What do people think about the diversity of messages that pass back and forth between the gut microbiome and the brain?","{'encourage participation': ""Judith is starting the discussion by asking for people's thoughts on the diversity of messages between the gut microbiome and the brain, encouraging participation from the group."", 'present new idea': 'Judith is introducing the first question for discussion, which is about the diversity of messages between the gut microbiome and the brain, presenting a new idea to explore.'}",False,True,False,True,True,3,18.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1027.0,1044.0,2021_04_23_MND_S12_B2,Mei Shen,"So what are the typical have been, you know, explored to figure out, right?","{'ask clarifying question': 'Mei Shen is asking about the typical methods that have been explored to figure out how microbiome secretions can affect the brain, following up on the discussion about bidirectional communication between the gut and the brain.'}",False,False,False,False,False,3,-17.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1031.0,1044.0,2021_04_23_MND_S12_B2,Mei Shen,Any thought anyway?,"{'encourage participation': 'Mei Shen is encouraging others to share their thoughts on how to monitor the substances secreted by the microbiome and their effects on the brain, following up on her previous questions about the topic.'}",False,False,False,False,False,3,-13.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1034.0,1044.0,2021_04_23_MND_S12_B2,Erin Longbrake,I work in multiple sclerosis.,"{'explain or define term or concept': ""Erin is providing context about her research interests, specifically mentioning 'multiple sclerosis' to clarify her area of expertise within neuroimmunology.""}",False,False,False,False,False,3,-10.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1035.0,1044.0,2021_04_23_MND_S12_B2,Erin Longbrake,And I have an interest in the microbiome.,"{'expand on existing idea': 'Erin Longbrake is expanding on her introduction by adding another detail about her interests, building upon her previous statements about being a neuroimmunologist working in multiple sclerosis.'}",False,False,False,False,False,3,-9.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1036.0,1044.0,2021_04_23_MND_S12_B2,Erin Longbrake,As potentially something that might mediate some of the onset of MS.,{'expand on existing idea': 'Erin is building on her previous statements about her interest in the microbiome by suggesting a potential role in mediating the onset of multiple sclerosis (MS).'},False,False,False,False,False,3,-8.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1037.0,1044.0,2021_04_23_MND_S12_B2,Erin Longbrake,Um either directly or by communications with the immune system.,"{'expand on existing idea': 'Erin is expanding on her previous statement about her interest in the microbiome, adding that it might mediate the onset of MS either directly or through communication with the immune system.'}",False,False,False,False,False,3,-7.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1038.0,1044.0,2021_04_23_MND_S12_B2,Erin Longbrake,And also something that may be manipulated by different immunomodulatory medications that we use for treating our disease states.,"{'expand on existing idea': ""Erin is expanding on her previous idea about the microbiome's role in MS, adding that it may be manipulated by immunomodulatory medications used to treat the disease.""}",False,False,False,False,False,3,-6.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1039.0,1044.0,2021_04_23_MND_S12_B2,Erin Longbrake,So nice to meet everyone.,"{'express enthusiasm': 'Erin Longbrake expresses a positive sentiment at the end of her introduction, indicating she is pleased to meet the other participants.'}",False,False,False,False,False,3,-5.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1040.0,1044.0,2021_04_23_MND_S12_B2,Sandra Laney,Hi everyone. I'm Sandra Laney.,{'None': 'This utterance is a simple introduction and does not fit any of the defined codes.'},False,False,False,False,False,3,-4.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1042.0,1044.0,2021_04_23_MND_S12_B2,Sandra Laney,Uh uh director of science innovation at the Walder Foundation.,"{'explain or define term or concept': 'Sandra is explaining her role as the director of science innovation at the Walder Foundation, providing context about her background.'}",False,False,False,False,False,3,-2.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1043.0,1044.0,2021_04_23_MND_S12_B2,Sandra Laney,Really here in in listening and learning mode.,"{'acknowledge contribution': 'Sandra Laney acknowledges the contributions of others by stating she is in ""listening and learning mode"", indicating she is present to absorb information from the group.'}",False,False,False,False,False,3,-1.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1044.0,1044.0,2021_04_23_MND_S12_B2,Maayan Levy,I'll go next.,"{'encourage participation': 'Maayan Levy is volunteering to introduce herself, encouraging the conversation to continue.'}",False,True,False,False,True,3,0.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1045.0,1044.0,2021_04_23_MND_S12_B2,Maayan Levy,"Um, so I'm Maayan Levy. I'm an assistant professor at Q Penn. Um I started my lab three years ago and we study um generally in the interaction between the host and the microbiome and we're specifically interested in how epithelial cells in the gut are mediating this interaction. Um, we are trying to identify um new metabolites that are being sensed by intestinal epithelial cells and new receptors that are sensing these metabolites.","[{'explain or define term or concept': ""The speaker is explaining their research interests, specifically the interaction between the host and the microbiome and how epithelial cells in the gut mediate this interaction, which helps the other participants understand the speaker's expertise.""}]",False,False,False,False,False,3,1.0
2021_04_23_MND_S12,2021_04_23_MND_S12,1059.0,1044.0,2021_04_23_MND_S12_B2,JP Yu,I would cannulate the portal vein and you could do portal vein sampling longitudinally and continuously.,"{'propose decision': ""JP suggests a concrete method (cannulating the portal vein and sampling longitudinally) to monitor substances secreted by the microbiome, which directly addresses Mei Shen's question about how to track microbiome-brain communication.""}",False,False,False,False,False,3,15.0
2021_04_23_MND_S13,2021_04_23_MND_S13,858.0,874.0,2021_04_23_MND_S13_B1,Jaeyun Sung,"I really like this type of, you know, conference. It's like everybody just gets together from various domains and just talk and just, you know, a nice theme comes out just organically.","{'express enthusiasm': 'Jae Sung expresses enthusiasm for the conference format, indicating excitement and positive sentiment towards the collaborative discussion.'}",False,False,False,False,False,3,-16.0
2021_04_23_MND_S13,2021_04_23_MND_S13,860.0,874.0,2021_04_23_MND_S13_B1,Lisa Osborne,"So if I understand your question, you're asking whether or not there's been a demonstration of microbial communities impacting biological outcome such as uh behavior.","{'ask clarifying question': 'Lisa is asking Mark to confirm her understanding of his question about the impact of microbial communities on biological outcomes like behavior, to ensure she addresses the core of his inquiry.'}",False,False,False,False,False,3,-14.0
2021_04_23_MND_S13,2021_04_23_MND_S13,862.0,874.0,2021_04_23_MND_S13_B1,Thomas Mansell,"Our lab's really interested in the idea of privileged substrates, right? So prebiotics are things that not everybody can eat, right? And ideally there you'd have one that nobody can eat, but your proprietary organism, right? Um and so uh I really I love the idea of a radio labeled prebiotic such that if you have privileged substrate, it's not going to get converted into dopamine or whatever uh unless that bug uh eats it. Um that could be really interesting, I think.","{'expand on existing idea': ""Tom is expanding on the discussion of tracking metabolites by suggesting the use of 'privileged substrates' and radio labeled prebiotics to trace the metabolic pathways of specific bacteria, building upon Elizabeth's question about tracking molecules produced endogenously."", 'explain or define term or concept': ""Tom explains the concept of 'privileged substrates' by defining prebiotics as substances that only specific organisms can consume, providing clarity for the group."", 'express enthusiasm': 'Tom expresses enthusiasm for the idea of using a radio labeled prebiotic to track the metabolic activity of specific bacteria, indicating his excitement about this approach.'}",False,False,False,False,False,3,-12.0
2021_04_23_MND_S13,2021_04_23_MND_S13,864.0,874.0,2021_04_23_MND_S13_B1,Rosa Krajmalnik,"We have a few minutes. Any other points, something else you would like to share, discuss?","{'encourage participation': 'Rosa is encouraging anyone who has not yet spoken or has additional points to share to contribute to the discussion, as the session is nearing its end.'}",False,False,False,False,False,3,-10.0
2021_04_23_MND_S13,2021_04_23_MND_S13,867.0,874.0,2021_04_23_MND_S13_B1,Jaeyun Sung,"You know, rather than the conferences we're used to, we just listen and just listen to talks, you know, talk by talk by talk and hopefully get to ask questions, but this was really fun and very good creative exercise. Um, thanks for all the facilitators, Emily and Rosa for uh you know, helping us with organize everything.","{'express enthusiasm': 'Jae Sung expresses enthusiasm for the conference format, contrasting it with traditional conferences where attendees primarily listen to talks, indicating that he enjoyed the interactive and creative nature of the session.', 'acknowledge contribution': 'Jae Sung acknowledges the contribution of the facilitators, Emily and Rosa, for organizing the event, showing appreciation for their efforts in making the conference a success.'}",False,False,False,False,False,3,-7.0
2021_04_23_MND_S13,2021_04_23_MND_S13,872.0,874.0,2021_04_23_MND_S13_B1,Rosa Krajmalnik,"I need to pass it to someone else, of course.","{'assign task': 'Rosa is passing the turn to another person, which is a task assignment in the context of this meeting.'}",False,True,False,False,True,3,-2.0
