session_id,example_type,sent_id,nli_novelty,text,entailed_prior_sent_id,entailed_prior_text,context_before,context_after
2021_06_10_SLU_S2,reinforcement,210,0.0063620209693908,I'm happy to volunteer.,209.0,I'm happy to volunteer.,"[[208, ""But everyone I don't know the thing that Aaron was talking about the whatever that""], [209, ""I'm happy to volunteer.""]]","[[211, ""It's a very big topic.""], [212, ""I'm actually not sure.""]]"
2021_06_10_SLU_S2,reinforcement,262,0.0113667845726013,So that's kind of a general thought.,257.0,"So I I had a bullet that was just kind of a general thought about the state of this field, which is that in so as you know if like in origin of life, there's all these funding sources, but they are really specifically about early earth and it's always about trying to get, you know, at what it was the origin of life on earth.","[[260, ""And so that's that's been a real problem for someone who's interested in life detection like me because, you know, I want to say, well, on Mars for example, could you have life begin in some other way than earth, but you can't really do those experiments.""], [261, ""And I think that's a real like issue in in linking these two things.""]]","[[263, ""And then as far as uh go ahead.""], [264, ""So there I think it's led by Paul Bratcher, forgot what university he's at.""]]"
2021_06_10_SLU_S2,reinforcement,39,0.0252234935760498,So that's kind of how we think about it.,38.0,"UV is kind of a plus because it can, you know, you can photochemically promote some of these uh synthesis, but for the most part, uh we kind of think of it as a problem, you know, like assume that we get to the point where we have these monomers because like I said, we kind of live in this space where it's, you know, assume for the sake of argument that we have these molecules, what's going to happen in terms of their assembly, UV is a problem that we always have to deal with.","[[37, ""Sorry, I think to provide kind of some context""], [38, ""UV is kind of a plus because it can, you know, you can photochemically promote some of these uh synthesis, but for the most part, uh we kind of think of it as a problem, you know, like assume that we get to the point where we have these monomers because like I said, we kind of live in this space where it's, you know, assume for the sake of argument that we have these molecules, what's going to happen in terms of their assembly, UV is a problem that we always have to deal with.""]]","[[40, ""Uh with some of these prebiotic reactions.""], [41, ""Um, you know, there there's been cases just in the last few years where people have discovered intermediates that we weren't aware were present.""]]"
2021_10_01_MZT_S8,new_idea,0,1.0,"Hi everybody, I'm Adela Oliva Chavez Chavez, I'm an assistant professor at uh the Department of Tropical Medicine at Tulane University.",,,[],"[[1, ""Uh work on molecular epidemiology of parasite especially uh specific now with uh Chagas disease.""], [2, ""Uh uh toxoplasma Gondi Gondi and uh malaria.""]]"
2021_10_01_MZT_S8,new_idea,199,0.9990058740368112,That's why they try to get the three most likely strains.,194.0,I don't I'm glad you were able to make it.,"[[197, ""Let me pull it up then and I I can type it in while you if you guys guide me.""], [198, ""My my understanding from from flu is that it it the accuracy varies.""]]","[[200, ""And Hongfu this uh uh data usually derives from analysis of uh epidemiological data coming out of certain primarily Asian countries because that's the historical um pattern of you know, a virus um uh appearance.""], [201, ""My pleasure here.""]]"
2021_10_01_MZT_S8,new_idea,275,0.998985162936151,"One is the Moderna, the other is Fider.",274.0,"And the another question maybe related to just like the covid covid vaccine, we have two popular cans here.","[[273, ""I know that in pigs this has been is currently being tested I think in in Europe and the idea has been also discussed for humans as well.""], [274, ""And the another question maybe related to just like the covid covid vaccine, we have two popular cans here.""]]","[[276, ""So there is a natural question, which one is most for me, right?""], [277, ""So maybe this is related to the individual vaccine.""]]"
2021_10_01_MZT_S8,reinforcement,119,0.0089049339294433,That would be great.,118.0,"Thanks, that would be great.","[[117, ""Thanks for doing all the typing, Kurt.""], [118, ""Thanks, that would be great.""]]","[[120, ""I would appreciate if we can work on the bullet points together.""], [121, ""That's true.""]]"
2021_10_01_MZT_S8,reinforcement,138,0.0300754308700561,Is it insufficient antigen presentation?,137.0,"If we're talking about mRNA vaccines, um is it when when someone doesn't respond to the vaccine, is it insufficient expression of the antigen?","[[136, ""Yeah, going back to what Kurt just said, I I think the um the issue with individualized markers is that we don't really know what the what the bottleneck is.""], [137, ""If we're talking about mRNA vaccines, um is it when when someone doesn't respond to the vaccine, is it insufficient expression of the antigen?""]]","[[139, ""Is it insufficient uh generation of of T follicular helper cells or is it is it uh the engagement of P cells?""], [140, ""So we there are so many steps along the way and we don't know where it fails that I think um I I I agree with what Matt said earlier that that probably individualizing adjuvants would be the way to go because it's an easier um logistical process as opposed to individualizing the the vaccine itself.""]]"
2021_10_01_MZT_S8,reinforcement,359,0.0548359155654907,There's another one.,357.0,There's a couple more joining.,"[[357, ""There's a couple more joining.""], [358, ""Hello.""]]","[[360, ""Hi Claudia.""], [361, ""Uh Yanling.""]]"
2021_04_23_MND_S10,new_idea,0,1.0,And so it would be um interesting to think about ways to be able to better measure speciation in vivo.,,,[],"[[1, ""You can do this in some ways with like sealgans, there are probes that work to measure iron three specifically in sealgans in a live context.""], [2, ""Gallium.""]]"
2021_04_23_MND_S10,new_idea,203,0.9991557120811194,But they could always evolve uh ways around these kill switches.,201.0,"And then there's been suggestions that that metabolic activity within the gut has led to, you know,","[[201, ""And then there's been suggestions that that metabolic activity within the gut has led to, you know,""], [202, ""At least some people are thinking about that.""]]","[[204, ""Has that been shown in different diseases?""], [205, ""Like those that microbial activity in the gut to actually affect uh behavior or whatever, you know, neurological phenotype you're looking at.""]]"
2021_04_23_MND_S10,new_idea,189,0.9989841363858432,"Um, and then even targeted ways of getting that substrate to a certain area.",186.0,It looks really nice.,"[[187, ""Yes.""], [188, ""Okay.""]]","[[190, ""So I guess the idea would be like if you know that a microbe lives in the small versus the large intestine, depending on pH or osmolality or some other physical signal, that substrate could be released in an area where the microbe of interest would be able to have access to it.""], [191, ""Again, is that an accurate reflection of what was being said?""]]"
2021_04_23_MND_S10,reinforcement,23,0.022306203842163,"Okay, I see it.",18.0,I see it too.,"[[21, ""Yes, that would um yeah, I think that is I think many people would be so happy.""], [22, ""But specifically for iron three and not activated by iron two or any other trivalent.""]]","[[24, ""Right.""], [25, ""So it's like doable, but it's not does anybody know how to use one?""]]"
2021_04_23_MND_S10,reinforcement,44,0.0282804369926452,"Um, when there's more iron three around, which has been seen in other contexts.",40.0,"Uh, I think that we think that there's a increase as a field we think there's, you know, an increase in iron three is a consequence of uh inflammation of Ross, but I think that we're also seeing in a few interesting contexts of um there was a paper in E life 2018 ish.","[[42, ""Um, and it would be uh interesting to see like how does that actually change ironciation as a consequence of of antibiotics as well and what sort of readouts does this end up um or impacts does this end up having on the the activity of them bacteria just because now as I think you had mentioned or um I mean was Jay like uh umphores, like now maybe that we have iron three bacteria producing morephores.""], [43, ""Um, which could also induce I think more pathogenicity as well.""]]","[[45, ""Um, this is really hard with iron, um, in in the like in a complex system, um, where we are is like synchotron is the only way you can actually measure, um, iron speciation as far as I know right now, um, in, um, biological systems.""], [46, ""Yeah, I'm interested in what sort of studies people or techniques people think about for tracking um for tracking that.""]]"
2021_04_23_MND_S10,reinforcement,100,0.0541209578514099,"Yeah, yeah, that'd be great.",99.0,"Yeah, that sounds good.","[[98, ""Yeah, so maybe um uh Will, you could go next.""], [99, ""Yeah, that sounds good.""]]","[[101, ""You would need to also know about the actual metabolic pathways in order to to design Right. a substrate, yeah.""], [102, ""in the in the gut in in the gut environment.""]]"
2021_05_21_ABI_S12,new_idea,211,0.999137512058951,It's also in the Google Docs that yeah.,209.0,So like I know CT denoising is done by deep learning.,"[[209, ""So like I know CT denoising is done by deep learning.""], [210, ""Scatter if I give a lot of you know, scatter grid with scatter grid and with like with scatter, it can possibly learn correcting the scatter.""]]","[[212, ""It's easy, you know, like like the computation wise it's not that hard.""], [213, ""Mini.""]]"
2021_05_21_ABI_S12,new_idea,314,0.9990091804647818,It could also be a little bit at a higher scale like what cells are present in that tissue.,312.0,I I can talk I I'm typing so I I can also talk.,"[[312, ""I I can talk I I'm typing so I I can also talk.""], [313, ""You know, as I kind of got to at the very beginning, my my issue is that there is a lot of data there's a lot of information that can be from pathology about the different biochemical processes that are in a tissue.""]]","[[315, ""So a little larger scale, cellular micron level or micrometer level.""], [316, ""Um, and then how do you take that data set, that 3D data set from pathology across the tissue, you know, tissue clearing technique, whatever it is that gave you really nice resolution and correlate that with the the MRI signals, the spectroscopic signal, the pet signal and build this like map of like what what is actually going on?""]]"
2021_05_21_ABI_S12,new_idea,359,0.9989682637387888,But I'm also very interested in thinking about optical properties.,356.0,"So if you have ideas on this, I'd be very interested in learning more.","[[357, ""Uh I've thought about ideas on combining with ultrasound.""], [358, ""I think pet is another one.""]]","[[360, ""Uh how can you use this information?""], [361, ""Um yeah, I I don't want to keep going but the idea if that if if that ignites any thought on in anyone we can.""]]"
2021_05_21_ABI_S12,reinforcement,169,0.011603832244873,It's gonna be beautiful.,168.0,You're gonna it's gonna be beautiful.,"[[167, ""Yeah.""], [168, ""You're gonna it's gonna be beautiful.""]]","[[170, ""because like last year""], [171, ""diffusing kind of gets rid of most adaptive optics uh in my experience.""]]"
2021_05_21_ABI_S12,reinforcement,63,0.0133813023567199,How do you connect those two things?,61.0,So how do you relate those two imaging modalities to get the maximum value from an a a research and analytical modality and a more clinically accessible or clinically relevant modality.,"[[61, ""So how do you relate those two imaging modalities to get the maximum value from an a a research and analytical modality and a more clinically accessible or clinically relevant modality.""], [62, ""I think for me that's that's always been my sort of challenge, uh, coming up as was trained as a as a biologist and then went into biophysics.""]]","[[64, ""and they'll train in specific activities and then use a classifier to kind of build out what is the typical response to that.""], [65, ""And then once they have their classifier laid out, then they'll they'll start challenging that stimuli with different things and they'll look for the shifts in the network using that anomaly detection.""]]"
2021_05_21_ABI_S12,reinforcement,51,0.0569550991058349,"Yeah, go ahead.",50.0,"Yeah, absolutely should do it.","[[49, ""We're we talking about small samples and microscopy or we're talking larger?""], [50, ""Yeah, absolutely should do it.""]]","[[52, ""Yeah, that's already become very popular in for two photon um functional imaging.""], [53, ""So people are doing um G camp, which is this calcium sensitive um fluorophore and they'll image this whole field of tens of thousands of neurons""]]"
2021_06_11_SLU_S10,new_idea,465,0.9991076805745251,"Well, usually when you're doing the haze experiments though, you're you're putting a photocathode in it, which I feel like would kill the little doodads.",461.0,See if they like it.,"[[463, ""So sure it can actually almost easier to measure dramatic changes in flux than it is to measure the actual flux of the thing.""], [464, ""So in thinking about extremes are there way are there environments in which we may be stressing, quote unquote stressing, although it clearly likes it, life to go into these sort of dormant alive phases that could be detectable then.""]]","[[466, ""Um, but I guess if you were just exposing it to a UV lamp, would that be okay?""], [467, ""Again, I I don't know what I'm talking about.""]]"
2021_06_11_SLU_S10,new_idea,462,0.9990220895269886,"Well, I think one other thing that interests me a lot is also the temporal variability.",457.0,Sorry.,"[[460, ""We have hazes that are produced in the lab in exoplanet regimes that we could feed to critters if people are interested.""], [461, ""See if they like it.""]]","[[463, ""So sure it can actually almost easier to measure dramatic changes in flux than it is to measure the actual flux of the thing.""], [464, ""So in thinking about extremes are there way are there environments in which we may be stressing, quote unquote stressing, although it clearly likes it, life to go into these sort of dormant alive phases that could be detectable then.""]]"
2021_06_11_SLU_S10,new_idea,295,0.9989751090761274,"Maybe you said um there's probably a lot of smaller ones also, but in theory can get big.",293.0,Let's go on.,"[[293, ""Let's go on.""], [294, ""I mean the ones that I've seen are I mean they're microscopic you can see them.""]]","[[296, ""I think along the lines of microbial death, right?""], [297, ""I think there's a lot of like multi.""]]"
2021_06_11_SLU_S10,reinforcement,358,0.0057603120803833,"I I was try I was trying to click and drag a a picture of Care Bears into our zoom chat, but I don't know how to do that.",356.0,"I I was try I was trying to click and drag a a picture of Care Bears into our zoom chat, but I don't know how to do that.","[[356, ""I I was try I was trying to click and drag a a picture of Care Bears into our zoom chat, but I don't know how to do that.""], [357, ""So so""]]","[[359, ""So so I failed.""], [360, ""I failed as your note taker.""]]"
2021_06_11_SLU_S10,reinforcement,165,0.0058441162109375,"Yeah, it's really complicated.",163.0,"Yeah, it's really complicated.","[[163, ""Yeah, it's really complicated.""], [164, ""Um.""]]","[[166, ""Um.""], [167, ""Yes, may he may he rest in power.""]]"
2021_06_11_SLU_S10,reinforcement,298,0.0060411691665649,I think there's a lot of like multi.,297.0,I think there's a lot of like multi.,"[[296, ""I think along the lines of microbial death, right?""], [297, ""I think there's a lot of like multi.""]]","[[299, ""I think there's a lot of like multi.""], [300, ""I think we our previous session there was this whole the way it was phrased was really cool because it was like we want to try to tell living from non-living from dead.""]]"
2021_04_22_MND_S2,new_idea,0,1.0,"So basically, we've just our software um modifies the existing implantable.",,,[],[]
2021_04_22_MND_S2,reinforcement,0,1.0,"So basically, we've just our software um modifies the existing implantable.",,,[],[]
2021_04_23_MND_S9,new_idea,71,0.9987662268104032,"But in addition to that, I've been doing studies with hypertension, uh, obstructive sleep apnea induced hypertension, cerebral small vessel disease or or vascular dementia.",66.0,"And finally, how can these communication signals be monitored, hijacked or interrupted to drive desired outcomes?","[[69, ""I'm Bob Bryan, professor uh at Baylor College of Medicine.""], [70, ""And my interest is is in the gut brain axis and uh if you were here yesterday, you saw I was doing some stroke studies.""]]","[[72, ""And we're finding uh the gut microbiome to have important roles in all of this.""], [73, ""What sort of techniques do you use to measure this breakdown passage?""]]"
2021_04_23_MND_S9,new_idea,120,0.9985800883732736,But it doesn't necessarily mean then that that new microbiome's composition doesn't then affect the affect the host in some way.,119.0,But so so there's definitely that top down effect that's happening to shift the microbiome.,"[[118, ""Um and then really solidified like four four weeks later.""], [119, ""But so so there's definitely that top down effect that's happening to shift the microbiome.""]]",[]
2021_04_23_MND_S9,new_idea,23,0.9984693493461236,"Um, uh my lab is focused on developing new genetic tools for to engineer uh microbiomes and uh understanding the spatial temporal organization of microbial communities um in the gut.",19.0,"Um and it seems like there's been, you know, some recent studies on like, you know, looking at traumatic brain injury and and its effects on the microbiome and it seems like there's some inflammatory responses, but I'm not this is not my area, so I'm curious whether people have any thoughts as to what what are the mechanisms associated with this is it through the the vagal nerves um in a bidirectional fashion.","[[21, ""I'm Harris Wang.""], [22, ""I'm an uh Columbia University at the Medical Center.""]]","[[24, ""Um, and uh yeah, we're we have some emerging interest in in trying to engineer um some of these probiotics uh for gut brain um modulation.""], [25, ""Did you not see any acute changes, I guess?""]]"
2021_04_23_MND_S9,reinforcement,110,0.0082960128784179,I'm happy to.,107.0,I'm happy to.,"[[108, ""Just need to get the folder open again.""], [109, ""It closed.""]]","[[111, ""No.""], [112, ""So maybe I'm misunderstanding, but it sounds is it possible then to predict what type of metabolites are crossing a particular junction based on which tight junction proteins are disregulated at that moment in time?""]]"
2021_04_23_MND_S9,reinforcement,114,0.0718894004821777,"Yeah, that's something that we're seeing in our spinal cord injury models.",113.0,"So my name is Tim Sampson and I'm an assistant professor at Emory and my lab uses uh mouse models to study microbiome interactions in neurodegenerative disorders, uh mostly Parkinson's and some Alzheimer's disease and as everybody has heard, I think I'm also doing a little bit on traumatic uh spinal cord injury and how the microbiome can affect uh neurogenesis in the gut uh after injury to promote recovery.","[[112, ""So maybe I'm misunderstanding, but it sounds is it possible then to predict what type of metabolites are crossing a particular junction based on which tight junction proteins are disregulated at that moment in time?""], [113, ""So my name is Tim Sampson and I'm an assistant professor at Emory and my lab uses uh mouse models to study microbiome interactions in neurodegenerative disorders, uh mostly Parkinson's and some Alzheimer's disease and as everybody has heard, I think I'm also doing a little bit on traumatic uh spinal cord injury and how the microbiome can affect uh neurogenesis in the gut uh after injury to promote recovery.""]]","[[115, ""And so after at least in mice models when they when they're injured, it's they lose some enteric neurons.""], [116, ""And so there's this drastic slowing that happens of of gut motility.""]]"
2021_04_23_MND_S9,reinforcement,92,0.0743151307106018,So those are the interactions we are looking at.,88.0,"So, we have so we study the molecular interactions at the tight junction level, which is caused by the proteins called claudins.","[[90, ""So if you are looking for transport across that, we have studied the extracellular interactions between those claudin molecules and found out the pore sizes and the chemical specificity of the pore to figure out whether a cation, for example, is going to go easy or the anion.""], [91, ""Even at the it's very iron selective and size selective.""]]","[[93, ""But if you go to the gut and try to study the same tight junction interaction, that is made up of claudin 23 and claudin 11 and 3, which is very different from the brain.""], [94, ""So what can go through the gut epithelial layer is different than what can go in the brain.""]]"
2021_05_21_ABI_S5,new_idea,0,1.0,I I'm a guest.,,,[],"[[1, ""I'm a program officer for the and group and very excited to hear um about what is exciting and new in bioimaging.""], [2, ""Thanks.""]]"
2021_05_21_ABI_S5,new_idea,84,0.9991281981929204,But still you would have to figure out how to how to reduce the parameter space to predict the microscopic level somehow.,79.0,But what I mean is on MRI we get one single number per scan for that voxel cube and then we are we know that on the microscopic level we have so much data.,"[[82, ""I think the goal in the MRI field is really to acquire a very high set of parameters in a very short time and then fuse them to get to the high number of parameters and characterize the tissue.""], [83, ""That's the that's the far goal for MRI, I think.""]]","[[85, ""I'd like to move it one step further even.""], [86, ""It may work in our cohort, but it will be nonsense.""]]"
2021_05_21_ABI_S5,new_idea,368,0.9989895890466868,We also uh do um some work for the nano drug delivery uh targeting uh endogenous beta cells.,364.0,"Hi, um everyone.","[[366, ""Um I was trained um as interventional radiologist and develop um interest in uh molecular imaging uh especially uh in diabetes area.""], [367, ""Uh the research work uh in our uh lab focus on um uh using imaging method to check the uh transplanted eyelids or stem cell uh differentiate eyelid organoids for the type one diabetes.""]]","[[369, ""The uh imaging modalities we uh use uh include um MRI, PET MRI, uh we use optical imaging a lot and uh uh recently we started use a new imaging modality um magnetic particle imaging.""], [370, ""I look forward to talk to um everyone and work together on some uh great uh proposals.""]]"
2021_05_21_ABI_S5,reinforcement,462,0.0063848495483398,"Yeah, I think that actually item like combination of the tree it could like solve what I I was getting at.",461.0,"Yeah, I think that actually item like combination of the tree it could like solve what I I was getting at.","[[460, ""So then like that that is kind of like as if a question for the group that what do you think guys if you wanted to like image a spiking of the neuron in the brain, what imaging modality or what are the combination that could be good.""], [461, ""Yeah, I think that actually item like combination of the tree it could like solve what I I was getting at.""]]","[[463, ""It's just like I was thinking that how we are able to have access, you know, to that data set to be able to do like item two, but yeah.""], [464, ""Yes, like part of the like my problem was like how we can go like non invasively for diagnostic purpose to deep tissue especially since mostly I do x-ray pets so then I was wondering like in order to go deeper in tissue so then like what the group is thinking for diagnostic is the pass to go like in human because still I think that so many of the signaling pathway as if you know you want to like like you know what is happening you know in human especially that I I have done some plant imaging that is just like the environment of like one root of the plant is really important how all the plants together like the the sphere of the root as a group how they work together so then as if I want to see still how brain as a whole not in a small area is functioning and I want to go deeper but then how can I see the brain deep in the tissue what is the best approach?""]]"
2021_05_21_ABI_S5,reinforcement,206,0.0064829587936401,"I think it was Anna Karin talked about that was that Ellen, someone.",202.0,"I think it was Anna Karin talked about that was that Ellen, someone.","[[204, ""What about where how about using multidata to guide the next layer?""], [205, ""You know, I think how to zoom in.""]]","[[207, ""Okay.""], [208, ""What?""]]"
2021_05_21_ABI_S5,reinforcement,463,0.0070321559906005,"It's just like I was thinking that how we are able to have access, you know, to that data set to be able to do like item two, but yeah.",458.0,"It's just like I was thinking that how we are able to have access, you know, to that data set to be able to do like item two, but yeah.","[[461, ""Yeah, I think that actually item like combination of the tree it could like solve what I I was getting at.""], [462, ""Yeah, I think that actually item like combination of the tree it could like solve what I I was getting at.""]]","[[464, ""Yes, like part of the like my problem was like how we can go like non invasively for diagnostic purpose to deep tissue especially since mostly I do x-ray pets so then I was wondering like in order to go deeper in tissue so then like what the group is thinking for diagnostic is the pass to go like in human because still I think that so many of the signaling pathway as if you know you want to like like you know what is happening you know in human especially that I I have done some plant imaging that is just like the environment of like one root of the plant is really important how all the plants together like the the sphere of the root as a group how they work together so then as if I want to see still how brain as a whole not in a small area is functioning and I want to go deeper but then how can I see the brain deep in the tissue what is the best approach?""], [465, ""Yes.""]]"
2021_04_23_MND_S1,new_idea,0,1.0,"How do you then, and this is way out of my wheelhouse, but how do you understand how that individual's lifestyle, their environment outside of their body, just where they live, what they do, their interactions with their everyday life.",,,[],"[[1, ""How do you factor those into this model?""], [2, ""Is there any way to not dismiss a mouse model, but I'm really curious if we could use artificial intelligence and existing data samples that might be in an, you know, in the health system.""]]"
2021_04_23_MND_S1,new_idea,123,0.9990604845806956,"But then when we want to validate some of the key functions or pathways, that's where we really go with the more complex models because they are not as scalable.",118.0,"Yeah, so when you start with primary tissue, it's not easy to capture the neurons because they're very diluted in the tissue.","[[121, ""So we make neurons, then we make intestinal epithelial cells or smooth muscle, and then we assemble them into co-cultures.""], [122, ""So a lot of what we do initiates with just the one cell type, either just the neurons or just the epithelia.""]]","[[124, ""Yeah.""], [125, ""So the other issue with ICing them from primary tissue is their, the fully differentiated neurons don't survive the processing.""]]"
2021_04_23_MND_S1,new_idea,55,0.9990218413295224,"Um I guess another important point was the medications and how they um get affected by the microbiome and then vice versa, how like management of these patients affects the motility and the composition of the microbes.",51.0,So these are around maybe 500 or 600 just small molecules that affect different neurotransmitter receptors.,"[[53, ""And many of them could be influenced by microbial products.""], [54, ""And then we want to know if um we can build models to then get at the mechanistic steps where basically these um these products then you know, induce all these changes in the body that then translate into effects on the disease.""]]","[[56, ""So yeah, I guess Jay's back so.""], [57, ""And then with respect to what's there in the neuronal cultures, there are basically a number of different neurons intermixed.""]]"
2021_04_23_MND_S1,reinforcement,343,0.0056203007698059,I don't know about all of those.,340.0,I don't know about all of those.,"[[341, ""But you know, if it's short chain fatty acids, I think that that's a great idea.""], [342, ""I think you could do it with one molecule.""]]","[[344, ""But you know, if it's short chain fatty acids, I think that that's a great idea.""], [345, ""Right now, I think, in general, the approaches, well, let's just make more, make more given prebiotics, given probiotics that we think are going to make butyrate.""]]"
2021_04_23_MND_S1,reinforcement,192,0.0057740807533264,I guess we have many more questions than answers.,189.0,I guess we have many more questions than answers.,"[[190, ""That's because that's how science works.""], [191, ""Very interesting.""]]","[[193, ""That's because that's how science works.""], [194, ""Very interesting.""]]"
2021_04_23_MND_S1,reinforcement,356,0.0058404207229614,Sensing and regulation is a big part of the plan here.,354.0,Sensing and regulation is a big part of the plan here.,"[[354, ""Sensing and regulation is a big part of the plan here.""], [355, ""But for now, we're in the very preliminary stages of that.""]]","[[357, ""But for now, we're in the very preliminary stages of that.""], [358, ""So Faranak, I think we should talk about your ENS essay a little more.""]]"
2021_05_20_ABI_S6,new_idea,0,1.0,"Hi, I'm Jazz.",,,[],"[[1, ""I'm a new assistant professor at UC San Diego and I'm interested in uh visualizing chemicals.""], [2, ""Um, I use mass spectrometry imaging and fluorescence imaging to track small molecules in development and uh I I use the model of the plant root.""]]"
2021_05_20_ABI_S6,new_idea,1,0.9990638671442866,I'm a new assistant professor at UC San Diego and I'm interested in uh visualizing chemicals.,0.0,"Hi, I'm Jazz.","[[0, ""Hi, I'm Jazz.""]]","[[2, ""Um, I use mass spectrometry imaging and fluorescence imaging to track small molecules in development and uh I I use the model of the plant root.""], [3, ""How are yeah, how do we use all the data?""]]"
2021_05_20_ABI_S6,new_idea,328,0.9990521105355584,"And actually this has turned out to meet a lot of headlong resistance across different groups of, oh, well, we just need all of it.",327.0,"So I mean this information idea, I think, you know, from us, which again is more of like a cell and like I mean one thing we've been really pushing everyone to think about is if you do have a model or you do have something you think is true, you know, can you do a bit more like truly quantitative experimental design for which is like what axes do you need to expand the information that you're collecting more statistics along to test something, right?","[[326, ""I think that's a much bigger challenge personally for us at the moment.""], [327, ""So I mean this information idea, I think, you know, from us, which again is more of like a cell and like I mean one thing we've been really pushing everyone to think about is if you do have a model or you do have something you think is true, you know, can you do a bit more like truly quantitative experimental design for which is like what axes do you need to expand the information that you're collecting more statistics along to test something, right?""]]","[[329, ""But this is not a tenable thing and quite often people don't use the data.""], [330, ""So from our sense, we're really trying to understand like if you really want to answer, I don't know, how network A functions and you have some idea of how it's connected, can you come up with some sort of sort of framework which tells you something, right?""]]"
2021_05_20_ABI_S6,reinforcement,440,0.0055993199348449,I think uh David brought up a really important point of using registration to bridge multiple types of microscopy or types of scales.,438.0,I think uh David brought up a really important point of using registration to bridge multiple types of microscopy or types of scales.,"[[438, ""I think uh David brought up a really important point of using registration to bridge multiple types of microscopy or types of scales.""], [439, ""I think that's really important and specifically with the brain this is something that, you know, I've been doing and other people have been doing where you can observe live brain activity and then take the same tissue and and either perform some sort of molecular labeling or do electron microscopy, tracing or something else that requires a fixed tissue, but if you're able to register this fixed tissue back to the live tissue at cellular resolution, then that that really allows you to combine all these things without having to find, you know, one method that fulfills all of your needs.""]]","[[441, ""I think that's really important and specifically with the brain this is something that, you know, I've been doing and other people have been doing where you can observe live brain activity and then take the same tissue and and either perform some sort of molecular labeling or do electron microscopy, tracing or something else that requires a fixed tissue, but if you're able to register this fixed tissue back to the live tissue at cellular resolution, then that that really allows you to combine all these things without having to find, you know, one method that fulfills all of your needs.""], [442, ""It it may also be particularly important to if you're linking across these scales to use the same individuals that you're you're using, you know, it might be challenging to take the molecular, you know, uh say like spatial transcriptomics data from one individual and then link it to the neural activity of another or to the connectivity of another.""]]"
2021_05_20_ABI_S6,reinforcement,219,0.0062680840492248,That's not easy.,218.0,That is a challenge.,"[[217, ""So you might you might want to then go do some experiments um some perturbative experiments to check and make sure that that gene expression signature of the thing that you're observing on the microscope is actually grounded in some, you know, real um biological pathway and that there's a clear transmission of information there.""], [218, ""That is a challenge.""]]","[[220, ""The goal is to have one model that works for everything.""], [221, ""Um, and you can get that um the challenge is making these data sets and part of that process is compiling and curating data across different um the different things that people are looking at.""]]"
2021_05_20_ABI_S6,reinforcement,387,0.0068860650062561,"Yeah, I think that looks good.",385.0,"Yeah, I think it looks good.","[[385, ""Yeah, I think it looks good.""], [386, ""I mean, uh""]]","[[388, ""Yeah.""], [389, ""Yeah.""]]"
2021_05_20_ABI_S1,new_idea,0,1.0,"Tracking, you know, you don't want to weigh that down with a a big brick, right?",,,[],"[[1, ""Uh that would be very perturbative to the motion.""], [2, ""Um, so yeah, it's um other ways of thinking kind of outside of those strategies are really interesting to see, you know, how can you actually get longer tracks.""]]"
2021_05_20_ABI_S1,new_idea,80,0.9988940666662528,We'll see you at the um in the main meeting room.,78.0,Great.,"[[78, ""Great.""], [79, ""Thank you so much and thank you for great discussion.""]]","[[81, ""I mean, my opinion is is that""], [82, ""I think that sounds good, you know, two major points and we had lots of constructive discussions.""]]"
2021_05_20_ABI_S1,new_idea,240,0.9988046786747872,"And it also may allow if you're able, it may solve some of Catherine's problems, I think, because if you are able to identify interesting interactions efficiently using some kind of uh you know, less perturbative imaging modalities that do not bleed bleach your let's say fluorescent based probes, then you're able to kind of zoom in and track those specific things, you know, with your higher power applications.",235.0,"very dense network of of objects that we've detected and be able to assign, you know, the trajectories for merges or splits and things like that.","[[238, ""So that means that you're picking up lots of uh non specific um um uh changes um within your detection or imaging method.""], [239, ""Building upon what uh Melika said, I think this question of real time analysis is really important, right?""]]","[[241, ""So people have tried to""], [242, ""Solve this problem in lots of different ways, but it always ends up depending on exactly what your biological question is what will be the right thing.""]]"
2021_05_20_ABI_S1,reinforcement,223,0.0167441368103027,Just just curious.,222.0,"Uh just out of curiosity, how many of us are in the label free camp versus the label camp?","[[221, ""Uh if you go to the next slide.""], [222, ""Uh just out of curiosity, how many of us are in the label free camp versus the label camp?""]]","[[224, ""Uh something happened with uh the version of the document.""], [225, ""It's just been it's been updated and I can't.""]]"
2021_05_20_ABI_S1,reinforcement,94,0.0174051523208618,We have two people.,93.0,Um you you're going to do so um so we have a recording recorder and a reporter.,"[[92, ""So okay, great.""], [93, ""Um you you're going to do so um so we have a recording recorder and a reporter.""]]","[[95, ""Okay.""], [96, ""And then uh now we're going to take maybe two minutes.""]]"
2021_05_20_ABI_S1,reinforcement,197,0.0234903097152709,This is not really,195.0,"This is not really, when you think about it, it's so many things are floating, it's just so crowded.","[[195, ""This is not really, when you think about it, it's so many things are floating, it's just so crowded.""], [196, ""In that crowded spatial media, can we deduce, you know, reology of a really simplistic cells and can we decouple that.""]]","[[198, ""Absolutely, yeah.""], [199, ""I mean especially because we know molecules exist, but we don't really understand fully how they interact with each other in terms of dynamics, right?""]]"
2021_04_23_MND_S6,new_idea,0,1.0,I can go next.,,,[],"[[1, ""So, um, I'm Maya Levy.""], [2, ""I I'm from Upen.""]]"
