conference,session,speaker,timestamp,speaking_duration,nods_others,smile_self,smile_other,distracted_others,hand_gesture,interruption,overlap,screenshare,annotations,transcript,has_new_idea,has_explanation,has_decision,global_session,clip_number,start_sec,end_sec,clip_duration_sec,clip_offset_sec,start_sec_adjusted,end_sec_adjusted,start_minute_adjusted,transcript_clean
2021MND,2021_04_23_MND_S11,Melanie Gareau UC Davis,04:06-04:10,4.0,0,0.0,0.0,0,,No,No,No,"{'ask clarifying question': 'Melanie is asking if she has included all the important points in her summary, seeking confirmation from the group.'}",Did I cover all the big points?,False,False,False,2021MND_2021_04_23_MND,11.0,246.0,250.0,582.0,5547.0,5793.0,5797.0,96.55,did i cover all the big points?
2021MND,2021_04_23_MND_S11,Melanie Gareau UC Davis,04:24-04:30,6.0,0,0.0,0.0,0,,No,No,No,"{'ask clarifying question': 'Melanie is asking for help with a technical issue related to Google Slides, which is a clarifying question about how to use the software.'}","How do I reduce text sizes, text font size on Google slides?",False,False,False,2021MND_2021_04_23_MND,11.0,264.0,270.0,582.0,5547.0,5811.0,5817.0,96.85,"how do i reduce text sizes, text font size on google slides?"
2021MND,2021_04_23_MND_S11,Marie,04:32-04:32,0.0,0,0.0,0.0,0,,No,No,No,"[{'acknowledge contribution': ""Marie-Claire is acknowledging the previous speaker's contribution, but not agreeing or expanding on it.""}]",Okay.,False,False,False,2021MND_2021_04_23_MND,11.0,272.0,272.0,582.0,5547.0,5819.0,5819.0,96.98333333333333,okay.
2021MND,2021_04_23_MND_S11,Melanie Gareau UC Davis,04:32-04:32,0.0,0,0.0,0.0,0,,No,No,No,"[{'acknowledge contribution': ""Melanie is summarizing the key points of the discussion, and 'Okay' acknowledges the previous points made.""}]",Okay.,False,False,False,2021MND_2021_04_23_MND,11.0,272.0,272.0,582.0,5547.0,5819.0,5819.0,96.98333333333333,okay.
2021MND,2021_04_23_MND_S11,Marie,04:41-04:41,0.0,0,0.0,0.0,0,,No,Yes,No,[{'None': 'No code applies to this utterance as it is an incomplete sentence.'}],So,False,False,False,2021MND_2021_04_23_MND,11.0,281.0,281.0,582.0,5547.0,5828.0,5828.0,97.13333333333334,so
2021MND,2021_04_23_MND_S11,Melanie Gareau UC Davis,04:41-04:41,0.0,0,0.0,0.0,0,,No,No,No,{'acknowledge contribution': 'Melanie is acknowledging that Marie-Claire will figure out how to reduce the text size on the slides.'},Okay.,False,False,False,2021MND_2021_04_23_MND,11.0,281.0,281.0,582.0,5547.0,5828.0,5828.0,97.13333333333334,okay.
2021MND,2021_04_23_MND_S11,Melanie Gareau UC Davis,04:57-04:58,1.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': ""Melanie expresses agreement with Kai's suggestion to input their names to the participant list, building on the prior discussion about finalizing the slides.""}",Oh yeah.,False,False,False,2021MND_2021_04_23_MND,11.0,297.0,298.0,582.0,5547.0,5844.0,5845.0,97.4,oh yeah.
2021MND,2021_04_23_MND_S11,Kai Zhang,05:10-05:11,1.0,0,0.0,0.0,0,,No,No,No,"{'confirm decision': 'Kai confirms that the slide number is 54, as previously mentioned by Sarkis.'}",54.,False,False,True,2021MND_2021_04_23_MND,11.0,310.0,311.0,582.0,5547.0,5857.0,5858.0,97.61666666666666,54.
2021MND,2021_04_23_MND_S11,Melanie Gareau UC Davis,05:12-05:12,0.0,0,0.0,0.0,0,,No,No,No,"[{'express agreement': 'Melanie is agreeing with a previous statement, likely related to the ongoing discussion about summarizing key points for the report.'}]",Yeah.,False,False,False,2021MND_2021_04_23_MND,11.0,312.0,312.0,582.0,5547.0,5859.0,5859.0,97.65,yeah.
2021MND,2021_04_23_MND_S11,Melanie Gareau UC Davis,05:33-05:34,1.0,0,0.0,0.0,0,,No,No,No,"[{'express agreement': 'Melanie agrees with a previous statement, indicated by her saying ""Yeah.""'}]",Yeah.,False,False,False,2021MND_2021_04_23_MND,11.0,333.0,334.0,582.0,5547.0,5880.0,5881.0,98.0,yeah.
2021MND,2021_04_23_MND_S11,Sarkis Mazmanian,05:34-05:35,1.0,0,0.0,0.0,0,,No,No,No,"{'express enthusiasm': 'Sarkis expresses enthusiasm by saying goodbye and indicating he will see them soon, which shows a positive attitude towards the meeting and future interactions.'}",See you guys soon.,False,False,False,2021MND_2021_04_23_MND,11.0,334.0,335.0,582.0,5547.0,5881.0,5882.0,98.01666666666667,see you guys soon.
2021MND,2021_04_23_MND_S6,Robert Bryan Jr,08:29-08:31,2.0,0,0.0,0.0,0,,No,No,No,{'express enthusiasm': 'Robert Bryan Jr. expresses enthusiasm by wishing good luck to the speaker who just introduced himself and his research interests.'},"Okay, good luck.",False,False,False,2021MND_2021_04_23_MND,6.0,509.0,511.0,600.0,2604.0,3113.0,3115.0,51.88333333333333,"okay, good luck."
2021MND,2021_04_23_MND_S6,Robert Bryan Jr,08:47-08:48,1.0,0,0.0,0.0,0,,No,No,No,"{'encourage participation': 'Robert Bryan Jr. encourages someone else to introduce themselves, as others have done previously.'}",Somebody want to go ahead?,False,False,False,2021MND_2021_04_23_MND,6.0,527.0,528.0,600.0,2604.0,3131.0,3132.0,52.18333333333333,somebody want to go ahead?
2021MND,2021_04_23_MND_S6,Robert Bryan,02:04-02:05,1.0,0,0.0,0.0,0,,No,No,No,"{'acknowledge contribution': 'Robert Bryan acknowledges that Elaine Hsiao is the last person to introduce themselves, recognizing her turn to speak.'}",Okay.,False,False,False,2021MND_2021_04_23_MND,6.0,124.0,125.0,600.0,2604.0,2728.0,2729.0,45.46666666666667,okay.
2021MND,2021_04_23_MND_S6,Elaine Hsiao,02:54-02:54,0.0,0,0.0,0.0,0,,No,No,No,"{'Um': 'This utterance does not fit any of the codes in the codebook, as it is just a filler word and does not introduce a new idea, expand on an existing one, provide evidence, ask a question, propose a decision, or express an opinion.'}",Um.,False,False,True,2021MND_2021_04_23_MND,6.0,174.0,174.0,600.0,2604.0,2778.0,2778.0,46.3,um.
2021MND,2021_04_23_MND_S6,Robert Bryan,02:58-03:13,15.0,0,0.0,0.0,0,,No,No,No,"{'encourage participation': 'Robert Bryan is asking for a volunteer to take on the role of scribe, encouraging someone to participate in the meeting.'}","Fantastic. So, um, who wants to volunteer to be the scribe?",False,False,False,2021MND_2021_04_23_MND,6.0,178.0,193.0,600.0,2604.0,2782.0,2797.0,46.36666666666667,"fantastic. so, um, who wants to volunteer to be the scribe?"
2021MND,2021_04_23_MND_S6,Robert Bryan,03:13-03:19,6.0,0,0.0,0.0,0,,No,No,No,"{'encourage participation': 'Robert Bryan is trying to get someone to volunteer as a scribe, encouraging participation in the meeting.', 'express humor': 'Robert Bryan makes a joke about being a scribe to lighten the mood and encourage someone to volunteer.'}",No one? It it's an honor to be uh a scribe. I got to assure you.,False,False,False,2021MND_2021_04_23_MND,6.0,193.0,199.0,600.0,2604.0,2797.0,2803.0,46.61666666666667,no one? it it's an honor to be uh a scribe. i got to assure you.
2021MND,2021_04_23_MND_S6,Robert Bryan,03:19-03:24,5.0,0,0.0,0.0,0,,No,No,No,"{'express humor': ""Robert Bryan is making a joke to encourage someone to volunteer as a scribe, implying it's a prestigious role.""}",that you're held as in highest esteem and you get to talk at the end.,False,False,False,2021MND_2021_04_23_MND,6.0,199.0,204.0,600.0,2604.0,2803.0,2808.0,46.71666666666667,that you're held as in highest esteem and you get to talk at the end.
2021MND,2021_04_23_MND_S6,Michael Burton,03:47-03:49,2.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': 'Michael agrees to be the scribe, as requested by Robert.'}",I do the best I can.,False,False,False,2021MND_2021_04_23_MND,6.0,227.0,229.0,600.0,2604.0,2831.0,2833.0,47.18333333333333,i do the best i can.
2021MND,2021_04_23_MND_S6,Robert Bryan,03:50-03:52,2.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': ""Robert Bryan agrees with Michael Burton's willingness to be the scribe.""}",That's all we ask.,False,False,False,2021MND_2021_04_23_MND,6.0,230.0,232.0,600.0,2604.0,2834.0,2836.0,47.233333333333334,that's all we ask.
2021MND,2021_04_23_MND_S6,Robert Bryan,03:52-04:06,14.0,0,0.0,0.0,0,,No,No,No,"{'encourage participation': 'Robert is inviting someone to begin the discussion on neuroinflammation, encouraging participation from the group.'}","Okay, who would like to perhaps start us off as we talk and answer some of these questions regarding neuroinflammation.",False,False,False,2021MND_2021_04_23_MND,6.0,232.0,246.0,600.0,2604.0,2836.0,2850.0,47.266666666666666,"okay, who would like to perhaps start us off as we talk and answer some of these questions regarding neuroinflammation."
2021MND,2021_04_23_MND_S6,JP Yu,06:59-07:00,1.0,0,0.0,0.0,0,,No,No,No,"{'acknowledge contribution': ""JP Yu is acknowledging Tim Sampson's contribution to the discussion, but not necessarily agreeing or expanding on it.""}",Okay.,False,False,False,2021MND_2021_04_23_MND,6.0,419.0,420.0,600.0,2604.0,3023.0,3024.0,50.38333333333333,okay.
2021MND,2021_04_23_MND_S6,Robert Bryan,09:00-09:03,3.0,0,0.0,0.0,0,,No,No,No,"{'encourage participation': ""Robert Bryan is explicitly inviting others to contribute to the discussion about neuroinflammation and the gut microbiome, following up on Tim Sampson and JP Yu's contributions.""}",Anyone else like to add to that?,False,False,False,2021MND_2021_04_23_MND,6.0,540.0,543.0,600.0,2604.0,3144.0,3147.0,52.4,anyone else like to add to that?
2021MND,2021_04_23_MND_S6,Laura Elias,01:19-01:20,1.0,0,0.0,0.0,0,,No,No,Yes,"{'express agreement': ""Laura Elias agrees with Michael Coleman's suggestion to share his screen.""}",Yeah.,False,False,False,2021MND_2021_04_23_MND,6.0,79.0,80.0,600.0,2604.0,2683.0,2684.0,44.71666666666667,yeah.
2021MND,2021_04_23_MND_S6,JP Bryson,01:20-01:21,1.0,0,0.0,0.0,0,,No,No,Yes,"{'express agreement': ""J.P. Bryson expresses agreement with Laura Elias, who confirmed that Michael Coleman's screen sharing is visible.""}",Perfect.,False,False,False,2021MND_2021_04_23_MND,6.0,80.0,81.0,600.0,2604.0,2684.0,2685.0,44.733333333333334,perfect.
2021MND,2021_04_23_MND_S6,JP Bryson,01:21-01:21,0.0,0,0.0,0.0,0,,No,No,Yes,{'express agreement': 'J.P. Bryson is explicitly agreeing with what was previously said.'},Yes.,False,False,False,2021MND_2021_04_23_MND,6.0,81.0,81.0,600.0,2604.0,2685.0,2685.0,44.75,yes.
2021MND,2021_04_23_MND_S6,Michael D Coleman,01:22-01:23,1.0,0,0.0,0.0,0,,No,No,Yes,{'None': 'This utterance does not contain any information that can be categorized by the codebook.'},All right.,False,False,False,2021MND_2021_04_23_MND,6.0,82.0,83.0,600.0,2604.0,2686.0,2687.0,44.766666666666666,all right.
2021MND,2021_04_23_MND_S6,Robert Bryan Jr,02:06-02:07,1.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': ""Robert Bryan Jr. expresses agreement with J.P. Bryson's statement that the document can be viewed in real time on Google Drive.""}",Good.,False,False,False,2021MND_2021_04_23_MND,6.0,126.0,127.0,600.0,2604.0,2730.0,2731.0,45.5,good.
2021MND,2021_04_23_MND_S6,Laura Elias,02:07-02:07,0.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': ""Laura Elias agrees with J.P. Bryson's statement about seeing the document in real time if everyone has Google Drive open.""}",Yeah.,False,False,False,2021MND_2021_04_23_MND,6.0,127.0,127.0,600.0,2604.0,2731.0,2731.0,45.516666666666666,yeah.
2021MND,2021_04_23_MND_S6,Laura Elias,02:09-02:09,0.0,0,0.0,0.0,0,,No,No,No,{'express agreement': 'Laura Elias agrees with the suggestion to have the Google Drive open in another browser tab.'},Yeah.,False,False,False,2021MND_2021_04_23_MND,6.0,129.0,129.0,600.0,2604.0,2733.0,2733.0,45.55,yeah.
2021MND,2021_04_23_MND_S6,Xiao,04:38-04:40,2.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': 'Xiao-Mei Qi says ""Yeah"" in response to Robert Bryan Jr.\'s question about genetic predisposition and inflammatory response in Parkinson\'s disease, indicating agreement with the idea that gut microbiome stress may stimulate alpha synuclein aggregation.'}",Yeah.,False,False,False,2021MND_2021_04_23_MND,6.0,278.0,280.0,600.0,2604.0,2882.0,2884.0,48.03333333333333,yeah.
2021MND,2021_04_23_MND_S6,Xiao,06:22-06:22,0.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': 'Xiao-Mei Qi says ""Yeah"" which expresses agreement with Laura Elias\'s question about whether the microbiome could predispose an animal or person to develop a particular type of disease that doesn\'t manifest until much, much later.'}",Yeah.,False,False,False,2021MND_2021_04_23_MND,6.0,382.0,382.0,600.0,2604.0,2986.0,2986.0,49.766666666666666,yeah.
2021MND,2021_04_23_MND_S6,Laura Elias,07:46-07:46,0.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': ""Laura agrees with Irene's statement about the long-term effects of mild infections potentially leading to Alzheimer's disease, which was a continuation of the discussion about the temporal component of microbiome effects on disease development.""}",Yes.,False,False,False,2021MND_2021_04_23_MND,6.0,466.0,466.0,600.0,2604.0,3070.0,3070.0,51.166666666666664,yes.
2021MND,2021_04_23_MND_S6,Raffi Maya Levi,00:56-00:56,1.0,0,0.0,0.0,0,,No,No,No,{'express agreement': 'The speaker expresses agreement with the prior turn.'},Yeah.,False,False,False,2021MND_2021_04_23_MND,6.0,56.0,56.0,600.0,2604.0,2660.0,2660.0,44.333333333333336,yeah.
2021MND,2021_04_23_MND_S6,Raffi Maya Levi,01:53-01:53,0.0,0,0.0,0.0,0,,No,No,No,{'express agreement': 'The speaker expresses agreement with the previous statement about neurons extending into the lumen.'},Yeah.,False,False,False,2021MND_2021_04_23_MND,6.0,113.0,113.0,600.0,2604.0,2717.0,2717.0,45.28333333333333,yeah.
2021MND,2021_04_23_MND_S6,Michael O'Bananu Coleman,02:30-02:30,0.0,0,0.0,0.0,0,,No,No,No,{'None': 'This utterance does not contain any content that can be categorized by the provided codes.'},So.,False,False,False,2021MND_2021_04_23_MND,6.0,150.0,150.0,600.0,2604.0,2754.0,2754.0,45.9,so.
2021MND,2021_04_23_MND_S6,Michael O'Bananu Coleman,03:08-03:08,0.0,0,0.0,0.0,0,,No,No,No,[{'None': 'This utterance does not contain any content that can be mapped to the codebook.'}],So.,False,False,False,2021MND_2021_04_23_MND,6.0,188.0,188.0,600.0,2604.0,2792.0,2792.0,46.53333333333333,so.
2021MND,2021_04_23_MND_S6,Robert Bryant Jr,03:09-03:11,2.0,0,0.0,0.0,0,,No,No,No,"{'acknowledge contribution': ""Robert Bryant Jr. acknowledges Michael O'Bananu Coleman-Uzo's contribution by stating he learned something new from Michael's explanation about neurons projecting into the gut lumen.""}",I just learned something.,False,False,False,2021MND_2021_04_23_MND,6.0,189.0,191.0,600.0,2604.0,2793.0,2795.0,46.55,i just learned something.
2021MND,2021_04_23_MND_S6,Jia Li,05:11-05:11,0.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': 'The speaker is agreeing with the previous discussion about the vagus nerve and its projections, indicating agreement with the points made.'}",All right.,False,False,False,2021MND_2021_04_23_MND,6.0,311.0,311.0,600.0,2604.0,2915.0,2915.0,48.583333333333336,all right.
2021MND,2021_04_23_MND_S6,Raffi Maya Levi,05:12-05:12,0.0,0,0.0,0.0,0,,No,No,No,"[{'acknowledge contribution': ""The speaker is acknowledging the previous speaker's contribution, but not necessarily agreeing or expanding on it, as the utterance is simply 'Oh'.""}]",Oh.,False,False,False,2021MND_2021_04_23_MND,6.0,312.0,312.0,600.0,2604.0,2916.0,2916.0,48.6,oh.
2021MND,2021_04_23_MND_S6,Jia Li,05:12-05:13,1.0,0,0.0,0.0,0,,No,No,No,"[{'encourage participation': 'Jia Li is encouraging someone else to speak, likely after a brief pause or interruption.'}]",Go ahead.,False,False,False,2021MND_2021_04_23_MND,6.0,312.0,313.0,600.0,2604.0,2916.0,2917.0,48.6,go ahead.
2021MND,2021_04_23_MND_S6,Jeff Stine,05:13-05:13,0.0,0,0.0,0.0,0,,No,No,No,"[{'acknowledge contribution': ""The speaker is acknowledging the previous speaker's point, but not necessarily agreeing or expanding on it.""}]","Oh, okay.",False,False,False,2021MND_2021_04_23_MND,6.0,313.0,313.0,600.0,2604.0,2917.0,2917.0,48.61666666666667,"oh, okay."
2021MND,2021_04_23_MND_S6,Jeff Stine,05:20-06:16,56.0,0,0.0,0.0,0,,No,No,No,"[{'expand on existing idea': 'This utterance expands on the discussion about the microbiome and its effects, specifically addressing the confounding effects of antibiotics in experiments, which is relevant to the ongoing discussion about experimental design and factors influencing results.'}, {'provide supporting evidence': 'The speaker provides supporting evidence by mentioning specific antibiotics (neocin, vancin) and their absorption properties, suggesting a way to mitigate off-target effects based on their knowledge of antibiotic characteristics.'}, {'propose decision': 'The speaker proposes a decision to stick with nonabsorbable antibiotics like neocin and vancin to minimize confounding effects in experiments, suggesting a concrete choice for the group to consider.'}]","We we could both I think contribute. Um I'm sorry if you hear hear some crying in the background. Um yeah, so we do this um with mice and um definitely I think they're confounding effects and off target effects of antibiotics depending on which ones you use. And so um, you know, one idea is whether it would be useful um you know, for the particular experiment of interest to really stick with the nonabsorbable antibiotics. So um subsets of them like neocin, um I think vancin are thought to not be absorbed very well whereas other ones are absorbed very well and could have off target effects.",False,False,True,2021MND_2021_04_23_MND,6.0,320.0,376.0,600.0,2604.0,2924.0,2980.0,48.733333333333334,"we we could both i think contribute. um i'm sorry if you hear hear some crying in the background. um yeah, so we do this um with mice and um definitely i think they're confounding effects and off target effects of antibiotics depending on which ones you use. and so um, you know, one idea is whether it would be useful um you know, for the particular experiment of interest to really stick with the nonabsorbable antibiotics. so um subsets of them like neocin, um i think vancin are thought to not be absorbed very well whereas other ones are absorbed very well and could have off target effects."
2021MND,2021_04_23_MND_S6,Robert Bryant Jr,06:32-06:35,3.0,0,0.0,0.0,0,,No,No,No,"{'express frustration': ""Robert expresses frustration about the difficulty of accounting for a leaky gut barrier in pathological states when using antibiotics that don't cross the gut barrier, building on the previous discussion about the use of antibiotics in experiments.""}",I don't know if you can account for that in many of these situations.,False,False,False,2021MND_2021_04_23_MND,6.0,392.0,395.0,600.0,2604.0,2996.0,2999.0,49.93333333333333,i don't know if you can account for that in many of these situations.
2021MND,2021_04_23_MND_S6,Raffi Maya Levi,06:35-06:35,0.0,0,0.0,0.0,0,,No,No,No,[{'None': 'No code applies to this utterance.'}],I.,False,False,False,2021MND_2021_04_23_MND,6.0,395.0,395.0,600.0,2604.0,2999.0,2999.0,49.983333333333334,i.
2021MND,2021_04_23_MND_S6,Jia Li,06:36-06:36,0.0,0,0.0,0.0,0,,No,No,No,"[{'acknowledge contribution': ""The speaker is acknowledging the previous speaker's contribution, but not agreeing or expanding on it.""}]",Oh.,False,False,False,2021MND_2021_04_23_MND,6.0,396.0,396.0,600.0,2604.0,3000.0,3000.0,50.0,oh.
2021MND,2021_04_23_MND_S6,Raffi Maya Levi,06:36-06:37,1.0,0,0.0,0.0,0,,No,No,No,"{'encourage participation': 'Raffi encourages someone else to speak, as indicated by the phrase ""Go ahead.""'}",Go ahead.,False,False,False,2021MND_2021_04_23_MND,6.0,396.0,397.0,600.0,2604.0,3000.0,3001.0,50.0,go ahead.
2021MND,2021_04_23_MND_S6,Jeff Stine,06:37-07:36,59.0,0,0.0,0.0,0,,No,No,No,"[{'expand on existing idea': 'Jeff is building on the discussion about the microbiome and its effects, adding details about the use of antibiotics in mice experiments and their potential confounding effects, which is relevant to the previous discussion about the microbiome.'}, {'propose decision': 'Jeff proposes the idea of sticking with nonabsorbable antibiotics to minimize off-target effects in experiments, suggesting a concrete choice for the group to consider.'}]","We we could both I think contribute. Um I'm sorry if you hear hear some crying in the background. Um yeah, so we do this um with mice and um definitely I think they're confounding effects and off target effects of antibiotics depending on which ones you use. And so um, you know, one idea is whether it would be useful um you know, for the particular experiment of interest to really stick with the nonabsorbable antibiotics. So um subsets of them like neocin, um I think vancin are thought to not be absorbed very well whereas other ones are absorbed very well and could have off target effects.",False,False,True,2021MND_2021_04_23_MND,6.0,397.0,456.0,600.0,2604.0,3001.0,3060.0,50.016666666666666,"we we could both i think contribute. um i'm sorry if you hear hear some crying in the background. um yeah, so we do this um with mice and um definitely i think they're confounding effects and off target effects of antibiotics depending on which ones you use. and so um, you know, one idea is whether it would be useful um you know, for the particular experiment of interest to really stick with the nonabsorbable antibiotics. so um subsets of them like neocin, um i think vancin are thought to not be absorbed very well whereas other ones are absorbed very well and could have off target effects."
2021MND,2021_04_23_MND_S6,Robert Bryant Jr,07:57-08:06,9.0,0,0.0,0.0,0,,No,No,No,"{'express alternative decision': ""Robert expresses doubt about accounting for the leaky gut barrier in pathological states when using antibiotics that don't cross the gut barrier, which is an alternative to Jeff's suggestion to use nonabsorbable antibiotics.""}",I don't know if you can account for that in many of these situations.,False,False,True,2021MND_2021_04_23_MND,6.0,477.0,486.0,600.0,2604.0,3081.0,3090.0,51.35,i don't know if you can account for that in many of these situations.
2021MND,2021_04_23_MND_S6,Raffi Maya Levi,08:07-08:07,0.0,0,0.0,0.0,0,,No,No,No,[{'None': 'No code applies to this utterance.'}],I.,False,False,False,2021MND_2021_04_23_MND,6.0,487.0,487.0,600.0,2604.0,3091.0,3091.0,51.516666666666666,i.
2021MND,2021_04_23_MND_S6,Jia Li,08:07-08:07,0.0,0,0.0,0.0,0,,No,No,No,"{'acknowledge contribution': 'The speaker is acknowledging the previous speaker, but not agreeing or expanding on the point.'}",Oh.,False,False,False,2021MND_2021_04_23_MND,6.0,487.0,487.0,600.0,2604.0,3091.0,3091.0,51.516666666666666,oh.
2021MND,2021_04_23_MND_S6,Raffi Maya Levi,08:07-08:08,1.0,0,0.0,0.0,0,,No,No,No,"{'encourage participation': 'Raffi encourages Jia to speak, inviting her to contribute to the conversation.'}",Go ahead.,False,False,False,2021MND_2021_04_23_MND,6.0,487.0,488.0,600.0,2604.0,3091.0,3092.0,51.516666666666666,go ahead.
2021MND,2021_04_23_MND_S6,Raffi Maya Levi,08:47-08:47,0.0,0,0.0,0.0,0,,No,No,No,"{'None': 'This utterance is incomplete and does not express any specific idea, question, or statement that can be coded according to the provided codebook.'}",Or.,False,False,False,2021MND_2021_04_23_MND,6.0,527.0,527.0,600.0,2604.0,3131.0,3131.0,52.18333333333333,or.
2021MND,2021_04_23_MND_S6,Michael Coleman,00:00-00:01,1.0,0,0.0,0.0,0,,No,No,No,"{'acknowledge contribution': ""Michael acknowledges Raffi's question about 16S staining of enteric neurons and bacteria presence as a great question.""}",That's a great question.,False,False,False,2021MND_2021_04_23_MND,6.0,0.0,1.0,600.0,2604.0,2604.0,2605.0,43.4,that's a great question.
2021MND,2021_04_23_MND_S6,Yael Kiselman,00:01-00:02,1.0,0,100.0,0.0,0,,No,No,No,"{'acknowledge contribution': 'The speaker is acknowledging the previous turn, but not agreeing or expanding on it.'}",Okay.,False,False,False,2021MND_2021_04_23_MND,6.0,1.0,2.0,600.0,2604.0,2605.0,2606.0,43.416666666666664,okay.
2021MND,2021_04_23_MND_S6,Michael Coleman,03:45-03:45,0.0,0,0.0,0.0,0,,No,No,No,{'None': 'This utterance does not contain any content that can be coded.'},So.,False,False,False,2021MND_2021_04_23_MND,6.0,225.0,225.0,600.0,2604.0,2829.0,2829.0,47.15,so.
2021MND,2021_04_23_MND_S6,Michael Coleman,04:50-04:51,1.0,0,0.0,0.0,0,,No,No,No,[{'None': 'This utterance does not contain any content that can be coded from the codebook provided.'}],Um so.,False,False,False,2021MND_2021_04_23_MND,6.0,290.0,291.0,600.0,2604.0,2894.0,2895.0,48.233333333333334,um so.
2021MND,2021_04_23_MND_S6,Laura Eisen,04:51-04:51,0.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': 'Laura Eisen expresses agreement with the preceding discussion about the blurring between the nervous system and the immune system, and peripheral neuroinflammation.'}",Very interesting.,False,False,False,2021MND_2021_04_23_MND,6.0,291.0,291.0,600.0,2604.0,2895.0,2895.0,48.25,very interesting.
2021MND,2021_04_23_MND_S6,Robert Bryan Jr,04:51-04:52,1.0,0,0.0,0.0,0,,No,Yes,No,[{'None': 'No code applies to this utterance.'}],So.,False,False,False,2021MND_2021_04_23_MND,6.0,291.0,292.0,600.0,2604.0,2895.0,2896.0,48.25,so.
2021MND,2021_04_23_MND_S6,Robert Bryan Jr,04:52-04:52,0.0,0,0.0,0.0,0,,No,No,No,"[{'encourage participation': 'Robert encourages someone to speak, continuing the discussion.'}]",Go ahead.,False,False,False,2021MND_2021_04_23_MND,6.0,292.0,292.0,600.0,2604.0,2896.0,2896.0,48.266666666666666,go ahead.
2021MND,2021_04_23_MND_S6,Jeff Thompson,06:49-07:13,24.0,0,0.0,0.0,0,,No,No,No,"{'express agreement': ""The speaker expresses agreement with the previous question about the neuroinflammation process by saying it's a really cool question."", 'provide supporting evidence': ""The speaker provides supporting evidence by stating that peripheral and intestinal inflammation are predisposing risk factors for age-related neurodegenerative disorders, supporting the idea that it's an outstanding gap in the field.""}","I think that's a really cool question because I do think that's an outstanding gap in the field. We know for a lot of these age related neurodegenerative disorders that peripheral inflammation, intestinal inflammation can are are predisposing risk factors.",False,False,False,2021MND_2021_04_23_MND,6.0,409.0,433.0,600.0,2604.0,3013.0,3037.0,50.21666666666667,"i think that's a really cool question because i do think that's an outstanding gap in the field. we know for a lot of these age related neurodegenerative disorders that peripheral inflammation, intestinal inflammation can are are predisposing risk factors."
2021MND,2021_04_23_MND_S6,Michael Coleman,08:09-08:09,0.0,0,0.0,0.0,0,,No,No,No,"{'express apology': ""Michael Coleman-Hicks says 'Sorry', which expresses an apology for interrupting or speaking out of turn.""}",Sorry.,False,False,False,2021MND_2021_04_23_MND,6.0,489.0,489.0,600.0,2604.0,3093.0,3093.0,51.55,sorry.
2021MND,2021_04_23_MND_S6,Michael Coleman,08:09-08:10,1.0,0,0.0,0.0,0,,No,No,No,"[{'encourage participation': 'Michael Coleman-Hicks is encouraging someone else to speak, as indicated by the phrase ""Go ahead.""'}]",Go ahead.,False,False,False,2021MND_2021_04_23_MND,6.0,489.0,490.0,600.0,2604.0,3093.0,3094.0,51.55,go ahead.
2021MND,2021_04_23_MND_S6,Mayana Keynan,[00:08-00:12],4.0,0,0.0,0.0,0,,No,No,No,"{'ask clarifying question': 'Mayana asks if the same procedure of plating the brain has been done with germ-free mice, seeking clarification on whether the experiment was conducted in germ-free conditions, following a discussion about plating the brain.'}",Have you done the same with uh with a brain from a germ free mouse?,False,False,False,2021MND_2021_04_23_MND,6.0,,,600.0,2604.0,,,,have you done the same with uh with a brain from a germ free mouse?
2021MND,2021_04_23_MND_S6,Jeff Thomas,[01:24-01:24],0.0,0,0.0,0.0,0,,No,No,No,[{'None': 'No code applies to this utterance.'}],"All right, we'll see what happens.",False,False,False,2021MND_2021_04_23_MND,6.0,,,600.0,2604.0,,,,"all right, we'll see what happens."
2021MND,2021_04_23_MND_S6,Laura Eisen,[01:32-01:34],2.0,0,50.0,0.0,0,,No,No,No,"{'express humor': 'Laura makes a humorous remark about the abrupt end to the conversation due to the breakout room closing, indicating she is trying to lighten the mood.'}",Real conversation stopper.,False,False,False,2021MND_2021_04_23_MND,6.0,,,600.0,2604.0,,,,real conversation stopper.
2021MND,2021_04_23_MND_S6,Jeff Thomas,[01:48-01:54],6.0,0,0.0,0.0,0,,No,No,No,"{'propose decision': 'The speaker proposes the decision to put people back into the breakout room, suggesting a course of action for the group to consider in response to the room closing prematurely.'}","Well, we might have to try to put people back in unless this gets reversed.",False,False,True,2021MND_2021_04_23_MND,6.0,,,600.0,2604.0,,,,"well, we might have to try to put people back in unless this gets reversed."
2021MND,2021_04_23_MND_S6,Silvia Rossbach,[02:04-02:04],0.0,0,0.0,0.0,0,,No,No,No,"{'acknowledge contribution': ""The utterance 'Oh' acknowledges the previous statement about a button being hit, but does not agree or expand on it.""}",Oh.,False,False,False,2021MND_2021_04_23_MND,6.0,,,600.0,2604.0,,,,oh.
